Z;N;dz_BE/A;dz_ME;A;dz_BE;dz_S1n;dz_S1p;dz_S2p;dz_S2n;N-Z;ame_ME;ame_ME_unc;ame_BE/A;ame_BE/A_unc;ame_BDE;ame_BDE_unc;ame_AM;ame_AM_unc;ame_BE;ame_S2p;ame_S1p;ame_S2n;ame_S1n;Difference_BE_DZ_AME;Surf;Asym;Coul;Pair;Z_parity;N_parity;ldm_BE;Z_distance;N_distance
15;14;8.26128864;-17.2425995;29;239.57737056;18.335484519999994;1.917111360000007;13.811803740000016;33.56402012999999;-1;-16.952848999999997;0.359;8.251236800000001;0.0124;-13858.4257;13.0459;28.981800368;0.385;239.2858672;14.33392810000002;2.7490211999999885;32.4364534;17.876309600000006;-0.2915033599999788;9.43913067739236;0.034482758620689655;68.3523255949102;0.18569533817705186;-1;1;238.12927645439447;5;6
15;15;8.37594509;-20.8722229;30;251.2783527;11.700982140000008;5.840613420000011;18.616792660000016;30.036466660000002;0;-20.200855999999998;0.065;8.3535064;0.0022;-6141.6014;0.1956;29.97831349;0.069;250.60519200000002;17.928078800000016;5.594745100000029;29.19563440000001;11.319324800000002;-0.6731606999999826;9.654893846056297;0.0;67.58425692239409;0.18257418583505536;-1;-1;251.2399519575413;5;5
15;16;8.48441315;-24.5392914;31;263.01680765;11.738454949999976;7.039110349999959;21.07231237999997;23.439437089999984;1;-24.44054442;0.00075;8.4811677;0.0002;-5398.013;0.2292;30.97376199768;0.0008;262.9161987;20.8107224;7.296551700000011;23.6303315;12.311006699999998;-0.10060894999998027;9.868272403218972;0.03225806451612903;66.8495872476124;0.1796053020267749;-1;1;262.8143751486932;5;4
15;17;8.44496059;-23.6898346;32;270.23873888;7.221931230000052;8.243541499999992;23.028531980000054;18.96038618000003;2;-24.304876;0.04;8.464120300000001;0.0013;1710.6608;0.04;31.973907643;0.042;270.85184960000004;23.01870260000002;8.644809999999998;20.246657600000006;7.935650900000008;0.6131107200000088;10.079368399158984;0.125;66.14585511948084;0.1767766952966369;-1;-1;272.9981964642126;5;3
15;18;8.48712349;-25.4547882;33;280.07507517;9.836336289999963;9.267427489999989;25.41140072999997;17.058267520000015;3;-26.337349999999997;1.09;8.5138073;0.033;248.5079;1.09;32.971725692;1.17;280.9556409;25.964582900000007;9.548632900000026;18.03944219999999;10.103791299999983;0.8805657300000007;10.288276478101775;0.2727272727272727;65.47085031519312;0.17407765595569785;-1;1;281.9193590671622;5;2
15;19;8.41750526;-23.50354;34;286.19517884000004;6.120103670000049;10.522963340000047;27.30018972000005;15.956439960000012;4;-24.548702000000002;0.81;8.4481856;0.0238;5382.9879;0.8116;33.973645886;0.87;287.2383104;28.027273600000015;11.323343600000022;16.386460800000002;6.282669500000019;1.0431315599999493;10.49508462297634;0.47058823529411764;64.82258149485388;0.17149858514250885;-1;-1;289.69070558538095;5;1
15;20;8.42036915;-23.9498596;35;294.71292025;8.517741409999985;11.38767155000005;29.600348680000025;14.637845080000034;5;-24.857809;1.866;8.4462496;0.0533;3988.4006;1.8667;34.973314045;2.003;295.61873599999996;30.938368399999977;12.155095399999992;14.663095099999977;8.380425599999958;0.9058157499999311;10.699874805650794;0.7142857142857143;64.19924883390478;0.1690308509457033;-1;1;296.41213780426233;5;0
15;21;8.31252861;-20.416626;36;299.25102996;4.538109709999958;12.703183059999958;31.386407799999972;13.055851119999943;6;-20.251044999999998;13.114;8.307869199999999;0.3643;10413.0962;13.1124;35.97825961;14.078;299.08329119999996;31.831370799999974;13.148537199999963;11.844980799999961;3.4645552000000026;-0.1677387600000202;10.902723556992836;1.0;63.599220749124896;0.16666666666666666;-1;-1;302.17241625087337;5;1
15;22;8.26581955;-18.9295044;37;305.83532335;6.584293390000028;13.405567270000006;33.564839550000045;11.122403099999985;7;-18.996012;37.948;8.2675561;1.0256;7900.4135;37.9474;36.979606942;40.738;305.8995757;33.35022519999998;13.848859299999953;10.280839700000012;6.816284500000009;0.06425235000000384;11.103702468586784;1.3243243243243243;63.02101401089798;0.1643989873053573;-1;1;307.05066780876194;5;2
15;23;8.15250969;-14.8182068;38;309.79536822;3.96004486999999;14.694718710000018;35.24412725999997;10.544338260000018;8;-14.621565;72.581;8.147274900000001;1.91;12239.6512;72.934;37.984303105;77.918;309.5964462;35.149891799999985;15.33902409999998;10.513155000000028;3.6968705000000193;-0.1989220199999977;11.302878635921052;1.6842105263157894;62.463276672195306;0.16222142113076254;-1;-1;311.117655157297;5;3
15;24;8.09368801;-12.6052856;39;315.65383239;5.858464169999991;15.243058930000018;37.297636479999994;9.81850903999998;9;-12.774636000000001;112.645;8.0979701;2.8883;10388.0361;123.243;38.986285865;120.929;315.82083389999997;37.16214189999999;15.893305299999948;9.921258199999983;6.224387699999963;0.16700150999997732;11.500315051230226;2.076923076923077;61.92477335277815;0.16012815380508713;-1;1;314.43685079426297;5;4
15;25;7.98414326;-8.24578857;40;319.36573039999996;3.7118980099999703;16.52203222999998;38.84476683999998;9.570362179999961;10;-8.139189;83.607;7.9814177;2.0902;14698.6603;83.7017;39.991262221;89.755;319.256708;39.19670799999999;17.74851529999997;9.660261799999978;3.4358741000000155;-0.109022399999958;11.696070952851462;2.5;61.404372502470196;0.15811388300841897;-1;-1;317.06534984814766;5;3
15;26;7.92222643;-5.6199646;41;324.81128363;5.44555323000003;16.913086429999964;40.74560771;9.15745124;11;-4.979767;120.163;7.9065513;2.9308;14028.8125;120.2326;40.994654;129.0;324.16860330000003;41.028603300000015;17.935615300000006;8.347769400000049;4.911895300000033;-0.6426803299999619;11.890202136872691;2.951219512195122;60.9010353352016;0.15617376188860607;-1;1;319.05464921158466;5;2
15;27;7.82217503;-1.26864624;42;328.53135126;3.720067630000017;18.161871959999985;42.13175806000004;9.165620860000047;12;1.0918420000000002;95.009;7.7659122;2.2621;18729.5899;95.0504;42.00117214;101.996;326.1683124;42.288312399999995;19.406312399999994;6.911604400000011;1.9997090999999783;-2.3630388600000174;12.082761235960547;3.4285714285714284;60.41380617980275;0.1543033499620919;-1;-1;320.45131528279154;5;1
15;28;7.76369619;1.49514771;43;333.83893617;5.307584910000003;18.389846970000008;43.85080614999998;9.02765254000002;13;5.04;300.0;7.681;7.0;17236.0;300.0;43.005411;322.0;330.283;44.103;19.063;6.114396699999983;4.114687600000004;-3.5559361699999954;12.273797969521459;3.9302325581395348;59.94180403719784;0.15249857033260467;-1;1;321.29755845493935;5;0
15;29;7.6144762;8.36849976;44;335.0369528;1.1980166299999837;19.738674500000002;45.14488376000003;6.5056015399999865;14;11.11;400.0;7.552;9.0;20314.0;400.0;44.011927;429.0;332.288;45.47;20.495;6.119687600000005;2.005;-2.7489527999999837;12.463359368739502;4.454545454545454;59.484215168984;0.15075567228888181;-1;-1;321.63172919474573;5;1
15;30;7.48845434;14.4963989;45;336.9804453;1.9434924999999907;20.006480739999972;46.87618777999995;3.1415091299999744;15;15.96;500.0;7.456;11.0;19301.0;583.0;45.017134;537.0;335.52;46.904;20.656;5.237;3.232;-1.4604453000000035;12.651489979526238;5.0;59.04028657112245;0.14907119849998599;-1;1;321.48874791269054;5;2
15;31;7.33059978;22.3406372;46;337.20758988;0.22714458000001514;21.409364579999988;48.20359592;2.170637080000006;16;22.84;500.0;7.32;11.0;22200.0;640.0;46.02452;537.0;336.72;-177.04;21.54;4.432;1.2;-0.48758987999997316;12.838232045991905;5.565217391304348;58.60932020996306;0.14744195615489714;-1;-1;320.90047870469346;5;3
15;32;7.19303226;29.5470886;47;338.07251622;0.8649263400000109;21.625127460000044;49.95550317000004;1.092070920000026;17;28.81;600.0;7.209;13.0;21610.0;721.0;47.030929;644.0;338.823;-190.101;-189.338;3.303;2.103;0.7504837799999677;13.023625676689214;6.148936170212766;58.190667917122035;0.14586499149789456;-1;1;319.8960553290065;5;4
16;10;6.48211956;28.8031769;26;168.53510856;23.810000309999992;-0.6226349399999833;-3.2594776800000034;45.029039280000006;-6;27.68;600.0;6.525;23.0;0.0;0.0;26.029716;644.0;169.65;-2.3635896000000067;-0.2;-167.07;-169.173;1.114891440000008;8.776382955329126;1.3846153846153846;81.01276574149965;0.19611613513818404;1;1;162.8162547270847;4;2
16;11;6.91708469;18.6483765;27;186.76128663;18.226178070000003;0.40295109000001617;-0.6875606199999993;42.036178379999996;-5;17.491;400.0;6.96;15.0;0.0;0.0;27.018777;430.0;187.92;0.9172275000000082;0.772;-150.903;18.27;1.1587133699999868;8.999999999999998;0.9259259259259259;80.0;0.19245008972987526;1;-1;185.8398148148149;4;3
16;12;7.42848682;5.48339844;28;207.99763095999998;21.23634432999998;1.9842805299999782;1.725978619999978;39.46252239999998;-4;4.073203;160.0;7.4787911000000005;5.7143;-24197.0;525.0;28.004372762;171.767;209.4061508;3.363734999999986;2.556736999999994;39.7561508;21.486150800000004;1.4085198400000252;9.220872584116892;0.5714285714285714;79.03605072100194;0.18898223650461363;1;1;206.45052373741333;4;4
16;13;7.7351985;-2.76834106;29;224.32075650000002;16.323125540000035;3.0788704600000187;4.101388470000018;37.559469870000015;-3;-3.094423;13.041;7.7463826;0.4497;-17117.0;189.0;28.996678;14.0;224.6450954;5.287861399999994;3.235537799999991;36.725095399999994;15.238944599999988;0.32433889999998655;9.43913067739236;0.3103448275862069;78.11694353704023;0.18569533817705186;1;-1;224.89988947286776;4;5
16;14;8.13127327;-14.3143921;30;243.9381981;19.617441599999978;4.3608275400000025;6.277938900000009;35.94056714000001;-2;-14.059254000000001;0.206;8.1227081;0.0069;-18733.802;23.8769;29.98490677;0.221;243.681243;7.144396999999968;4.39537579999998;34.27509219999998;19.036147599999996;-0.256955099999999;9.654893846056297;0.13333333333333333;77.23915076845039;0.18257418583505536;1;1;241.4058242801734;4;6
16;15;8.28547287;-19.1544952;31;256.84965897;12.911460870000013;5.571306270000008;11.411919690000019;32.52890246999999;-1;-19.042531;0.229;8.2818013;0.0074;-12007.979;3.4541;30.979557002;0.246;256.7358403;11.725393400000002;6.130648299999971;32.09074489999999;13.054597299999994;-0.11381867000000057;9.868272403218972;0.03225806451612903;76.39952828298561;0.1796053020267749;1;-1;256.15806624703805;4;5
16;16;8.51217461;-26.6230316;32;272.38958752;15.539928550000013;9.372779870000045;16.411890220000004;28.451389420000027;0;-26.01553714;0.00131;8.4931301;0.0002;-12680.8313;0.5617;31.97207117354;0.00141;271.7801632;16.160516200000014;8.863964500000002;28.098920200000023;15.044322900000028;-0.6094243200000165;10.079368399158984;0.0;75.5952629936924;0.1767766952966369;1;1;269.32258417588713;4;4
16;17;8.50089931;-26.6917267;33;280.52967723;8.140089709999984;10.290938349999976;18.53447984999997;23.680018259999997;1;-26.585858299999998;0.00134;8.4976304;0.0002;-5582.5182;0.3908;32.97145890862;0.00144;280.4218032;18.214763600000005;9.569953600000009;23.685962900000042;8.641640000000013;-0.10787403000000495;10.288276478101775;0.030303030303030304;74.82382893164929;0.17407765595569785;1;-1;281.0451814563408;4;3
16;18;8.57588863;-29.6708984;34;291.58021342;11.050536190000003;11.505138250000016;20.772565740000005;19.190625899999986;2;-29.931689;0.045;8.5834986;0.0013;-5491.6037;0.0378;33.967867011;0.047;291.8389524;20.431944400000038;10.88331150000001;20.0587892;11.417149199999985;0.2587389799999755;10.49508462297634;0.11764705882352941;74.082950279833;0.17149858514250885;1;1;291.4544638363682;4;2
16;19;8.52776051;-28.4909058;35;298.47161785000003;6.891404430000023;12.27643900999999;22.799402350000037;17.941940620000025;3;-28.84621;0.04;8.5378511;0.0012;167.3218;0.0257;34.969032321;0.043;298.8247885;22.90982170000003;11.586478100000008;18.4029853;6.985836100000015;0.3531706499999814;10.699874805650794;0.2571428571428571;73.37057009589117;0.1690308509457033;1;-1;300.66429831322927;4;1
16;20;8.56265736;-30.2036133;36;308.25566496;9.78404710999996;13.542744709999965;24.930416260000015;16.675451539999983;4;-30.664141;0.188;8.575389999999999;0.0052;-1142.1329;0.1893;35.967080692;0.201;308.71403999999995;25.250399399999996;13.095304000000004;16.87508759999997;9.889251499999954;0.45837503999996443;10.902723556992836;0.4444444444444444;72.6848237132856;0.16666666666666666;1;1;308.7758620959645;4;0
16;21;8.47161579;-27.3262939;37;313.44978423;5.194119269999987;14.198754269999995;26.901937329999953;14.978166379999948;5;-26.896425999999998;0.198;8.459936299999999;0.0054;4865.1258;0.1965;36.9711255;0.212;313.0176431;27.08288909999997;13.934351900000008;14.192854599999963;4.303603100000007;-0.4321411299999909;11.103702468586784;0.6756756756756757;72.02401601245484;0.1643989873053573;1;-1;315.8793591974606;4;1
16;22;8.45591164;-27.1298218;38;321.32464232;7.874858090000032;15.48931897;28.894886240000005;13.06897736000002;6;-26.861216;7.172;8.4487829;0.1887;2936.9;7.1714;37.9711633;7.699;321.0537502;29.003033799999976;15.154174500000023;12.339710200000031;8.036107100000024;-0.27089211999998497;11.302878635921052;0.9473684210526315;71.38660191108035;0.16222142113076254;1;1;322.05546588684683;4;2
16;23;8.35316849;-23.5073242;39;325.77357111;4.448928789999968;15.978202889999977;30.672921599999995;12.32378688;7;-23.162671999999997;50.0;8.3442698;1.2821;6637.5463;50.03;38.97513385;53.677;325.4265222;31.16910009999998;15.830076000000002;12.40887910000002;4.372771999999997;-0.3470489099999554;11.500315051230226;1.2564102564102564;70.77116954603217;0.16012815380508713;1;-1;327.37655367320593;4;3
16;24;8.32333374;-22.5957642;40;332.93334960000004;7.159778490000065;17.27951721000005;32.52257614000007;11.608707280000033;8;-22.83785;3.982;8.329325500000001;0.0996;4719.9687;32.3118;39.975482561;4.274;333.17302;33.2454914;17.35218610000005;12.119269800000009;7.746497800000012;0.23967039999996587;11.696070952851462;1.6;70.17642571710878;0.15811388300841897;1;1;331.90772875754453;4;4
16;25;8.21939659;-18.5863037;41;336.99526019;4.061910589999968;17.62952979000005;34.15156202000003;11.221689080000033;9;-19.008580000000002;4.099;8.2296358;0.1;8298.6116;68.8456;40.979593451;4.4;337.41506780000003;35.90687510000001;18.158359800000035;11.988545600000013;4.2420478;0.41980761000002076;11.890202136872691;1.975609756097561;69.6011832402304;0.15617376188860607;1;-1;335.70771929251123;4;3
16;26;8.18413544;-17.2533264;42;343.73368848;6.738428290000002;18.92240485000002;35.835491279999985;10.80033887999997;10;-17.637748;2.794;8.1932275;0.0665;7194.0221;59.6811;41.9810651;3.0;344.11555500000003;37.88256700000004;19.946951700000035;10.942535000000033;6.700487200000032;0.38186652000001686;12.082761235960547;2.380952380952381;69.04434991977458;0.1543033499620919;1;1;338.8296358198407;4;2
16;27;8.08513832;-13.1092224;43;347.66094776;3.927259279999987;19.12959649999999;37.291468459999976;10.665687569999989;11;-12.195461;4.97;8.0638276;0.1156;11964.05;62.0579;42.986907635;5.335;346.7445868;39.98258679999999;20.576274399999996;9.329518999999971;2.6290317999999386;-0.91636096000002;12.273797969521459;2.813953488372093;68.50491889965467;0.15249857033260467;1;-1;341.3216255353418;4;1
16;28;8.0507803;-11.6112061;44;354.2343332;6.573385439999981;20.39539702999997;38.78524399999998;10.500644719999968;12;-9.204236000000002;5.216;7.9960154;0.1186;11274.7373;85.7253;43.990118846;5.6;351.8246776;40.604677599999995;21.541677599999996;7.709122599999945;5.080090800000005;-2.409655600000008;12.463359368739502;3.272727272727273;67.98196019312456;0.15075567228888181;1;1;343.2274372765561;4;0
16;29;7.90258932;-4.92202759;45;355.61651939999996;1.3821861999999783;20.579566599999964;40.318241099999966;7.95557163999996;13;-3.34;300.0;7.867;7.0;14922.0;329.0;44.996414;322.0;354.015;42.222;21.727;7.27041320000001;2.1903224000000048;-1.6015193999999724;12.651489979526238;3.7555555555555555;67.47461322413994;0.14907119849998599;1;-1;344.58691112442625;4;1
16;30;7.80346298;-0.19342041;46;358.95929708;3.34277768000004;21.978851780000014;41.985332519999986;4.724963880000018;14;0.64;400.0;7.785;9.0;14375.0;411.0;46.000687;429.0;358.11;43.246;22.59;6.2853224000000045;4.095;-0.8492970799999853;12.838232045991905;4.260869565217392;66.98208023995778;0.14744195615489714;1;1;345.43640409422187;4;2
16;31;7.64514303;7.51553345;47;359.32172241;0.36242533000000776;22.114132530000006;43.523497109999994;3.705203010000048;15;7.2;400.0;7.652;9.0;16781.0;447.0;47.00773;429.0;359.644;44.464;22.924;5.629;1.534;0.3222775899999988;13.023625676689214;4.787234042553192;66.50362047671089;0.14586499149789456;1;-1;345.8091614375263;4;3
16;32;7.53404856;13.274292;48;361.63433088;2.3126084699999865;23.561814659999982;45.186942120000026;2.6750337999999942;16;12.39;500.0;7.552;10.0;16670.0;707.0;48.013301;537.0;362.496;-165.665;23.673;4.386;2.852;0.8616691199999877;13.207708995578505;5.333333333333333;66.03854497789254;0.14433756729740643;1;1;345.73564148992455;4;4
16;33;7.37106705;21.7977295;49;361.18228545;-0.4520454299999983;23.647312169999964;46.71841912999997;1.8605630399999882;17;20.391;583.0;7.4;12.0;19652.0;707.0;49.021891;626.0;362.6;-183.316;-183.712;2.956;0.104;1.4177145500000279;13.390518279406722;5.8979591836734695;65.58621198076763;0.14285714285714285;1;-1;345.24380070339043;4;5
17;11;6.54912949;29.3230743;28;183.37562572000002;19.887141370000023;-3.3856609099999844;-2.982709819999968;44.27096652;-6;28.27;500.0;6.587;18.0;0.0;0.0;28.030349;537.0;184.436;-2.712;-3.484;-178.06;-178.164;1.0603742799999907;9.220872584116892;1.2857142857142858;89.57419081713554;0.18898223650461363;-1;-1;182.47329723326536;3;3
17;12;7.08031607;15.4409027;29;205.32916603;21.953540309999994;-2.6684649299999705;-0.6841843999999924;41.84068168000002;-5;14.022;189.0;7.129;7.0;-23947.0;478.0;29.015053;203.0;206.741;-0.10841380000000936;-2.6651508000000033;-155.859;22.305;1.4118339700000035;9.43913067739236;0.8620689655172413;88.5325360086456;0.18569533817705186;-1;1;204.79332496843472;3;4
17;13;7.43497992;5.79205322;30;223.0493976;17.72023156999998;-1.271358900000024;1.8075115599999947;39.673771879999975;-4;4.674548;23.876;7.4721698;0.7959;-17397.0;180.0;30.005018333;25.631;224.16509399999998;2.7555363999999827;-0.4800014000000083;39.72909399999998;17.424093999999982;1.1156963999999903;9.654893846056297;0.5333333333333333;87.53770420424377;0.18257418583505536;-1;-1;224.9137325354254;3;5
17;14;7.85337448;-6.54177856;31;243.45460888;20.405211280000003;-0.48358921999999893;3.8772383200000036;38.125442849999985;-3;-7.034552;3.447;7.8692101;0.1112;-18360.0;200.0;30.992448097;3.7;243.9455131;4.659645900000003;0.2642701000000234;37.204513100000014;19.780419100000028;0.49090422000000444;9.868272403218972;0.2903225806451613;86.58613205405035;0.1796053020267749;-1;1;243.04897116054144;3;6
17;15;8.0497961;-12.6092682;32;257.5934752;14.138866320000005;0.7438162299999931;6.315122500000001;34.54407760000001;-2;-13.334706;0.562;8.0724058;0.0176;-11134.3536;1.8568;31.985684605;0.603;258.3169856;7.7117936000000045;1.5811453000000328;34.151891600000035;14.371472500000003;0.7235104000000092;10.079368399158984;0.125;85.67463139285138;0.1767766952966369;-1;-1;259.38663940167334;3;5
17;16;8.30492592;-21.0069733;33;274.06255536000003;16.469080160000033;1.6729678400000125;11.045747710000057;30.607946480000038;-1;-21.00334;0.391;8.3047557;0.0118;-11619.0452;0.5596;32.977451988;0.419;274.05693809999997;11.140739399999962;2.2767748999999604;30.111424999999958;15.739952499999955;-0.005617260000065016;10.288276478101775;0.030303030303030304;84.80033945586919;0.17407765595569785;-1;1;274.09155362095953;3;4
17;17;8.40609932;-24.6804199;34;285.80737688;11.74482151999996;5.277699649999988;15.568637999999964;28.213901679999992;0;-24.440086;0.049;8.3989706;0.0014;-6061.793;0.0631;33.97376249;0.052;285.56500040000003;14.713150800000003;5.143197199999995;27.248014800000004;11.508062300000049;-0.2423764799999617;10.49508462297634;0.0;83.96067698381073;0.17149858514250885;-1;-1;287.3091000884016;3;3
17;18;8.51336956;-28.7695618;35;297.9679346;12.160557719999986;6.387721179999971;17.892859429999987;23.905379239999945;1;-29.013531999999998;0.035;8.520279;0.001;-5966.2429;0.6794;34.968852694;0.038;298.209765;17.254124100000016;6.370812600000005;24.152826900000044;12.644764599999995;0.2418304000000262;10.699874805650794;0.02857142857142857;83.15331277534332;0.1690308509457033;-1;1;299.16801237993684;3;2
17;19;8.49917126;-28.7004395;36;305.97016536;8.002230760000032;7.49854750999998;19.77498651999997;20.162788480000017;2;-29.522008000000003;0.036;8.521932199999998;0.001;709.5343;0.0449;35.968306822;0.038;306.7895592;19.551248799999943;7.964770699999935;21.22455879999994;8.579794199999945;0.8193938399999752;10.902723556992836;0.1111111111111111;82.37613354172368;0.16666666666666666;-1;-1;309.7826858122098;3;1
17;20;8.55959034;-31.3637085;37;316.70484258;10.73467721999998;8.44917762;21.991922329999966;18.736907980000012;3;-31.761552;0.052;8.5702816;0.0014;-813.8729;0.2;36.965902573;0.055;317.1004192;21.481683200000028;8.386379200000025;18.89065419999999;10.310860000000044;0.3955766199999857;11.103702468586784;0.24324324324324326;81.6272181474488;0.1643989873053573;-1;1;319.255116498559;3;0
17;21;8.50161839;-29.6490173;38;323.06149882000005;6.3566562400000635;9.611714590000076;23.81046886000007;17.091333460000044;4;-29.798116;0.098;8.5054817;0.0026;4916.7109;0.2182;37.968010408;0.105;323.2083046;24.125013400000054;10.190661500000045;16.418745400000073;6.107885400000028;0.14680577999996558;11.302878635921052;0.42105263157894735;80.9048154992244;0.16222142113076254;-1;-1;327.6765341738051;3;1
17;22;8.5059576;-30.2484436;39;331.73234640000004;8.670847579999986;10.40770408000003;25.89702305000003;15.02750382000005;5;-29.800218;1.732;8.4944032;0.0444;3441.9774;5.2915;38.968008151;1.859;331.2817248;25.38214910000004;10.227974600000016;14.181305600000021;8.073420199999994;-0.4506216000000336;11.500315051230226;0.6410256410256411;80.20732548550313;0.16012815380508713;-1;1;335.12878375262545;3;2
17;23;8.43344593;-27.7825928;40;337.33783719999997;5.605490799999927;11.56426608999999;27.542468979999967;14.276338379999913;6;-27.557818;32.066;8.427766;0.8016;7482.0816;32.0655;39.970415466;34.423;337.11064;27.514193800000008;11.684117800000008;13.902335399999982;5.828915199999988;-0.22719719999997778;11.696070952851462;0.9;79.53328247938997;0.15811388300841897;-1;-1;341.68549959423456;3;3
17;24;8.41827583;-27.5226746;41;345.14930903000004;7.811471830000073;12.215959429999998;29.49547664000005;13.41696263;7;-27.307192;68.723;8.4129593;1.6762;5760.318;68.7243;40.970684525;73.777;344.9313313;29.11049740000005;11.7583113;13.649606499999994;7.820691300000006;-0.21797773000002962;11.890202136872691;1.1951219512195121;78.88134100559445;0.15617376188860607;-1;1;347.4131078666379;3;4
17;25;8.34213734;-24.6717529;42;350.36976828;5.220459249999976;13.374508090000006;31.004037880000055;13.03193108000005;8;-24.83177;59.616;8.3458864;1.4194;9590.9082;59.8947;41.973342;64.0;350.5272288;31.2705208;13.112160999999963;13.41658879999997;5.595897499999963;0.15746051999997235;12.082761235960547;1.5238095238095237;78.25026324241118;0.1543033499620919;-1;-1;352.37168566253445;3;3
17;26;8.31666565;-23.847229;43;357.61662294999996;7.246854669999948;13.882934469999952;32.80533931999997;12.467313919999924;9;-24.159509999999997;61.859;8.3238672;1.4386;7850.3002;62.086;42.9740637;66.407;357.9262896;33.7576863;13.810734599999966;12.994958299999999;7.3990608000000355;0.3096666500000538;12.273797969521459;1.8837209302325582;77.6389080862753;0.15249857033260467;-1;1;356.61570018854627;3;2
17;27;8.24291992;-20.8477173;44;362.68847648;5.071853530000055;15.02752872000002;34.15712522000001;12.318708200000003;10;-20.478973000000003;85.566;8.234478800000002;1.9447;12194.2869;85.5811;43.978014918;91.859;362.31706720000005;36.148754800000056;15.572480400000059;11.789838400000066;4.39077760000003;-0.3714092799999662;12.463359368739502;2.272727272727273;77.04622155220784;0.15075567228888181;-1;-1;360.1946471092751;3;1
17;28;8.21388721;-19.7127686;45;369.62492445;6.936447969999961;15.39059125;35.78598827999997;12.008301500000016;11;-18.262544000000002;136.163;8.1815991;3.0259;11508.2568;136.1643;44.980394353;146.177;368.1719595;37.8889595;16.347281900000002;10.24566989999998;5.854892299999949;-1.4529649499999664;12.651489979526238;2.688888888888889;76.47122832069194;0.14907119849998599;-1;1;363.15360373546287;3;0
17;29;8.09187889;-14.2428894;46;372.22642894;2.601504490000025;16.609909540000046;37.18947614000001;9.537952459999985;12;-13.734949;97.249;8.0807757;2.1141;16036.3062;97.2766;45.985254926;104.4;371.7156822;39.42768219999998;17.70068219999998;9.398614999999932;3.543722699999984;-0.5107467400000019;12.838232045991905;3.130434782608696;75.91302427195215;0.14744195615489714;-1;-1;365.5337100169653;3;1
17;30;7.99858856;-9.87875366;47;375.93366232;3.707233379999991;16.974365239999997;38.95321702000001;6.308737870000016;13;-9.58;200.0;7.992;4.0;15787.0;200.0;46.989715;215.0;375.624;40.104;17.514;7.4520405000000025;3.908317800000019;-0.3096623199999726;13.023625676689214;3.595744680851064;75.37076987360568;0.14586499149789456;-1;1;367.3725880951247;3;2
17;31;7.86592102;-3.43792725;48;377.56420896;1.6305466399999773;18.242486549999967;40.35661907999997;5.337780019999968;14;-4.28;500.0;7.883;10.0;18075.0;500.0;47.995405;537.0;378.384;41.664;18.74;6.668317800000019;2.76;0.819791040000041;13.207708995578505;4.083333333333333;74.84368430827821;0.14433756729740643;-1;-1;368.7047093766457;3;3
17;32;7.75887585;2.01275635;49;380.18491665;2.6207076900000175;18.550585769999998;42.11240042999998;4.251254329999995;15;0.74;400.0;7.785;8.0;17800.0;565.0;49.000794;429.0;381.465;42.642;18.969;5.841;3.081;1.280083349999984;13.390518279406722;4.591836734693878;74.33104024486998;0.14285714285714285;-1;1;369.5617166278009;3;4
17;33;7.62084007;9.22705078;50;381.04200349999996;0.8570868499999733;19.85971804999997;43.50703021999993;3.4777945399999908;16;7.7;400.0;7.651;8.0;20930.0;640.0;50.008266;429.0;382.55;-163.762;19.95;4.166;1.085;1.507996500000047;13.572088082974531;5.12;73.83215917138146;0.1414213562373095;-1;-1;369.9727073878959;3;5
17;34;7.50544691;15.5626221;51;382.77779241;1.7357889100000534;20.11116191000002;45.244132449999995;2.5928757600000267;17;14.29;700.0;7.53;14.0;20780.0;806.0;51.015341;751.0;384.03;-176.222;-176.871;2.565;1.48;1.252207589999955;13.752451353579682;5.666666666666667;73.34640721909165;0.14002800840280097;-1;1;369.9644840127819;3;6
17;35;7.36597681;23.381012;52;383.03079412;0.2530017099999782;21.45199729000001;46.61807812000001;1.9887906200000316;18;22.36;700.0;7.386;13.0;23739.0;922.0;52.024004;751.0;384.072;-193.848;-192.306;1.522;0.042;1.0412058800000068;13.93163953576523;6.230769230769231;72.87319141784891;0.1386750490563073;-1;-1;369.56177484206296;3;7
18;11;6.2516818;38.6889648;29;181.2987722;20.778903320000012;-2.0768535200000144;-5.462514429999999;47.178442459999985;-7;37.969;439.0;6.276;15.0;0.0;0.0;29.040761;471.0;182.004;-5.916;-2.432;-202.026;-202.068;0.7052277999999887;9.43913067739236;1.6896551724137931;99.59910300972629;0.18569533817705186;1;-1;177.80958294109521;2;3
18;12;6.83156252;23.1122284;30;204.9468756;23.648103399999997;-0.38229043000001184;-3.0507553599999824;44.42700672000001;-6;22.071;179.0;6.866;6.0;0.0;0.0;30.023694;192.0;205.98;-3.426150800000003;-0.761;-178.092;23.976;1.0331243999999913;9.654893846056297;1.2;98.47991722977424;0.18257418583505536;1;1;201.76367672329735;2;4
18;13;7.21391678;12.499054;31;223.63142018;18.684544579999994;0.5820225800000003;-0.6893363200000238;42.33264797999999;-5;11.325;200.0;7.252;6.0;-22935.0;361.0;31.012158;215.0;224.812;0.16690460000000895;0.6469060000000172;42.808;18.832;1.1805798200000197;9.868272403218972;0.8064516129032258;97.40939856080665;0.1796053020267749;1;-1;223.48708988920325;2;5
