Z;N;dz_BE/A;dz_ME
102;99;6.49166393;237.723145
102;100;6.54597378;228.332275
102;101;6.58825827;221.274048
102;102;6.63895082;212.415771
102;103;6.67511511;206.434692
102;104;6.71964836;198.656982
102;105;6.75274038;193.158691
102;106;6.79406309;185.882202
102;107;6.82424116;180.852295
102;108;6.86250877;174.063232
102;109;6.88991451;169.489502
102;110;6.92527533;163.174438
102;111;6.95004845;159.043945
102;112;6.98265076;153.188354
102;113;7.01133204;148.110596
102;114;7.04197264;142.552368
102;115;7.06282234;139.057251
102;116;7.09149218;133.815796
102;117;7.11055517;130.620972
102;118;7.13724470;125.709961
102;119;7.15449810;122.831299
102;120;7.17919493;118.265381
102;121;7.19461966;115.717896
102;122;7.21731901;111.510010
102;123;7.23089790;109.308716
102;124;7.25158024;105.474976
102;125;7.26328850;103.637085
102;126;7.28193283;100.194214
102;127;7.28872347;99.4285889
102;128;7.30284739;96.9627686
102;129;7.30886889;96.3403320
102;130;7.32207441;94.0390625
102;131;7.32732487;93.5650635
102;132;7.33960915;91.4346924
102;133;7.34535885;90.8153076
102;134;7.35963726;88.1715088
102;135;7.36581802;87.4184570
102;136;7.37835073;85.1412354
102;137;7.38295650;84.7335205
102;138;7.39382076;82.8144531
102;139;7.39692116;82.7448730
102;140;7.40618896;81.1765137
102;141;7.40784883;81.4383545
102;142;7.41558647;80.2138672
102;143;7.41586828;80.8006592
102;144;7.42213678;79.9140625
102;145;7.42110252;80.8188477
102;146;7.42596626;80.2628174
102;147;7.42366791;81.4805908
102;148;7.42718220;81.2497559
102;149;7.42367983;82.7730713
102;150;7.42589855;82.8615723
102;151;7.42123842;84.6860352
102;152;7.42221689;85.0877686
102;153;7.41645145;87.2071533
102;154;7.41624212;87.9155273
102;155;7.40959692;90.2785645
102;156;7.40996456;90.8454590
102;157;7.40383291;93.0949707
102;158;7.40308762;93.9562988
102;159;7.39593029;96.4926758
102;160;7.39404869;97.6611328
102;161;7.38583994;100.497192
102;162;7.38280249;101.984619
102;163;7.37352228;105.132568
102;164;7.36930084;106.953491
102;165;7.35891771;110.427734
102;166;7.35349464;112.593506
102;167;7.34198284;116.407959
102;168;7.33533382;118.932739
102;169;7.32854986;121.507202
102;170;7.32103634;124.293823
102;171;7.30796862;128.611572
102;172;7.29994488;131.573364
102;173;7.28642511;136.062744
102;174;7.27784729;139.215210
102;175;7.26383543;143.890259
102;176;7.25466013;147.248413
102;177;7.24010849;152.125000
102;178;7.23029947;155.702637
102;179;7.21517038;160.795166
102;180;7.20468330;164.608887
103;48;6.22339696E-02;1128.79895
103;49;0.302734792;1100.25195
103;50;0.545886099;1070.81860
103;51;0.766902208;1044.30750
103;52;0.991292536;1016.83148
103;53;1.19871163;991.554199
103;54;1.41007710;965.242432
103;55;1.60494816;941.114136
103;56;1.80426276;915.889526
103;57;1.98750937;892.837280
103;58;2.17567778;868.626038
103;59;2.35232997;845.903992
103;60;2.53351855;822.089355
103;61;2.69867754;800.541138
103;62;2.86876869;777.848755
103;63;3.02320480;757.414978
103;64;3.18293667;735.787964
103;65;3.32735944;716.413269
103;66;3.47740507;695.799744
103;67;3.61246014;677.434265
103;68;3.75344324;657.785095
103;69;3.87973404;640.381042
103;70;4.01222038;621.652466
103;71;4.12200546;606.609070
103;72;4.24631643;588.804016
103;73;4.35700464;573.147888
103;74;4.47483635;556.006226
103;75;4.57918262;541.029053
103;76;4.69076920;524.547241
103;77;4.78899431;510.247375
103;78;4.89454460;494.425110
103;79;4.98684311;480.803589
103;80;5.08652973;465.645508
103;81;5.17307043;452.706787
103;82;5.26706362;438.216553
103;83;5.34421253;426.671082
103;84;5.42942762;413.463013
103;85;5.50226736;402.411133
103;86;5.58326054;389.672485
103;87;5.65200901;379.098389
103;88;5.72898006;366.816284
103;89;5.79382658;356.708130
103;90;5.86740637;344.784912
103;91;5.93160248;334.534790
103;92;6.00363636;322.627930
103;93;6.06328964;313.003662
103;94;6.13087654;301.697021
103;95;6.18622828;292.677979
103;96;6.24960184;281.951782
103;97;6.30088139;273.517578
103;98;6.36025906;263.353149
103;99;6.40767717;255.485840
103;100;6.46326303;245.865601
103;101;6.50702095;238.547241
103;102;6.55900860;229.453979
103;103;6.59928942;222.668579
103;104;6.64518070;214.641235
103;105;6.67967319;208.892822
103;106;6.72227097;201.381714
103;107;6.75386143;196.096802
103;108;6.79332495;189.087402
103;109;6.82215118;184.254517
103;110;6.85863352;177.732910
103;111;6.88483858;173.337769
103;112;6.91947317;167.077881
103;113;6.94961834;161.718384
103;114;6.98125982;155.973999
103;115;7.00357866;152.198608
103;116;7.03318214;146.783203
103;117;7.05371857;143.303467
103;118;7.08127546;138.230957
103;119;7.10001135;135.061768
103;120;7.12551355;130.346191
103;121;7.14242506;127.503784
103;122;7.16586733;123.158203
103;123;7.18093681;120.658081
103;124;7.20229959;116.699097
103;125;7.21550560;114.557373
103;126;7.23477888;110.999512
103;127;7.24313307;109.914551
103;128;7.25789881;107.332153
103;129;7.26549292;106.383667
103;130;7.27929115;103.974487
103;131;7.28611612;103.169678
103;132;7.29894876;100.939209
103;133;7.30500126;100.283325
103;134;7.31974220;97.5560303
103;135;7.32755280;96.4487305
103;136;7.34058809;94.0772705
103;137;7.34682226;93.3117676
103;138;7.35814333;91.3078613
103;139;7.36287308;90.8765869
103;140;7.37254906;89.2337646
103;141;7.37584209;89.1292725
103;142;7.38394022;87.8406982
103;143;7.38585329;88.0573730
103;144;7.39244366;87.1152344
103;145;7.39303923;87.6463623
103;146;7.39818001;87.0445557
103;147;7.39751434;87.8843994
103;148;7.40126848;87.6158447
103;149;7.39939308;88.7586670
103;150;7.40181446;88.8179932
103;151;7.39878035;90.2581787
103;152;7.39992332;90.6394043
103;153;7.39578009;92.3714600
103;154;7.39569616;93.0684814
103;155;7.39150667;94.8253174
103;156;7.39196205;95.3870850
103;157;7.38745213;97.2392578
103;158;7.38676405;98.1026611
103;159;7.38122892;100.237427
103;160;7.37937689;101.414795
103;161;7.37278843;103.846069
103;162;7.36975050;105.349609
103;163;7.36209106;108.088745
103;164;7.35784578;109.931519
103;165;7.34908152;112.993774
103;166;7.34360266;115.190063
103;167;7.33371353;118.587769
103;168;7.32698298;121.149536
103;169;7.32181501;123.299561
103;170;7.31418896;126.130981
103;171;7.30273008;130.028076
103;172;7.29456282;133.042603
103;173;7.28264427;137.108887
103;174;7.27389574;140.321045
103;175;7.26147985;144.570068
103;176;7.25210524;147.995605
103;177;7.23914576;152.443481
103;178;7.22910786;156.096313
103;179;7.21556187;160.758667
103;180;7.20482254;164.653687
104;49;0.137615979;1132.50146
104;50;0.385684967;1102.23267
104;51;0.606304228;1075.72229
104;52;0.835430443;1047.44373
104;53;1.04260921;1022.15265
104;54;1.25848818;995.072449
104;55;1.45326698;970.915527
104;56;1.65688074;944.955444
104;57;1.84016311;921.861572
104;58;2.03237391;896.954651
104;59;2.20849180;874.286377
104;60;2.39359140;849.792969
104;61;2.55901313;828.176147
104;62;2.73282552;804.835571
104;63;2.88761592;784.324219
104;64;3.05088735;762.078369
104;65;3.19574523;742.617798
104;66;3.34915090;721.414612
104;67;3.48472190;702.954102
104;68;3.62889266;682.743408
104;69;3.75576663;665.236755
104;70;3.89128351;645.972351
104;71;4.00260878;630.670532
104;72;4.12984085;612.346497
104;73;4.24128151;596.562927
104;74;4.36189127;578.924683
104;75;4.46704769;563.811096
104;76;4.58127499;546.854553
104;77;4.68036366;532.409607
104;78;4.78841591;516.135010
104;79;4.88162708;502.360352
104;80;4.98369455;486.769714
104;81;5.07119131;473.670410
104;82;5.16743994;458.768555
104;83;5.24563456;447.049988
104;84;5.33303070;433.445312
104;85;5.40695572;422.211792
104;86;5.49002218;409.093506
104;87;5.55989361;398.329468
104;88;5.63883638;385.683960
104;89;5.70484209;375.377319
104;90;5.77984428;363.193604
104;91;5.84440470;352.895752
104;92;5.91824818;340.649414
104;93;5.97915363;330.804199
104;94;6.04845762;319.174194
104;95;6.10508919;309.927490
104;96;6.17007923;298.895752
104;97;6.22266245;290.227783
104;98;6.28357077;279.773071
104;99;6.33231211;271.666382
104;100;6.38933897;261.771851
104;101;6.43444061;254.208252
104;102;6.48778582;244.855957
104;103;6.52942610;237.820068
104;104;6.57927656;228.993164
104;105;6.61500406;223.018066
104;106;6.65890026;215.256348
104;107;6.69164991;209.758667
104;108;6.73242855;202.493164
104;109;6.76234150;197.460815
104;110;6.80015659;190.677368
104;111;6.82822371;185.914185
104;112;6.86449003;179.323853
104;113;6.89558029;173.784058
104;114;6.92860270;167.760986
104;115;6.95182753;163.817627
104;116;6.98282290;158.118042
104;117;7.00420237;154.481934
104;118;7.03316450;149.119385
104;119;7.05267620;145.806519
104;120;7.07959461;140.795532
104;121;7.09722614;137.820190
104;122;7.12209129;133.174805
104;123;7.13782501;130.552612
104;124;7.16061974;126.288818
104;125;7.17443705;124.035645
104;126;7.19514322;120.170044
104;127;7.20409155;118.979126
104;128;7.22033310;116.078491
104;129;7.22846985;115.033569
104;130;7.24375772;112.299072
104;131;7.25108147;111.405762
104;132;7.26541042;108.844360
104;133;7.27191687;108.108398
104;134;7.28684425;105.355103
104;135;7.29510260;104.165771
104;136;7.30968428;101.442627
104;137;7.31632519;100.603760
104;138;7.32919693;98.2437744
104;139;7.33429050;97.7484131
104;140;7.34552050;95.7452393
104;141;7.34913349;95.5860596
104;142;7.35879278;93.9320068
104;143;7.36098719;94.1025391
104;144;7.36913967;92.7912598
104;145;7.36997890;93.2844238
104;146;7.37668228;92.3099365
104;147;7.37622118;93.1204834
104;148;7.38154173;92.4747314
104;149;7.37983274;93.5971680
104;150;7.38382244;93.2752686
104;151;7.38092089;94.7026367
104;152;7.38363695;94.6978760
104;153;7.37958908;96.4257812
104;154;7.38132524;96.6695557
104;155;7.37787390;98.2536621
104;156;7.37990379;98.4193115
104;157;7.37542582;100.279785
104;158;7.37631321;100.743042
104;159;7.37078047;102.893188
104;160;7.37050819;103.665771
104;161;7.36389828;106.118164
104;162;7.36244154;107.213135
104;163;7.35472870;109.981567
104;164;7.35206604;111.411743
104;165;7.34322596;114.508911
104;166;7.33933353;116.288086
104;167;7.32934523;119.726929
104;168;7.32420015;121.868530
104;169;7.31887913;124.068359
104;170;7.31283188;126.477661
104;171;7.30121756;130.430298
104;172;7.29462671;133.019409
104;173;7.28252506;137.148315
104;174;7.27535057;139.931763
104;175;7.26272202;144.251099
104;176;7.25492001;147.244507
104;177;7.24172211;151.769409
104;178;7.23325205;154.987549
104;179;7.21944046;159.734497
104;180;7.21026039;163.193481
105;50;0.215371907;1135.53442
105;51;0.440810382;1108.22217
105;52;0.669324636;1079.97583
105;53;0.881111026;1053.91565
105;54;1.09654129;1026.85254
105;55;1.29572225;1001.95850
105;56;1.49903452;976.000916
105;57;1.68652475;952.199707
105;58;1.87857449;927.280518
105;59;2.05789018;904.065552
105;60;2.24293852;879.546021
105;61;2.41218400;857.279724
105;62;2.58605933;833.901733
105;63;2.74450135;812.768860
105;64;2.90793419;790.475586
105;65;3.05627775;770.420593
105;66;3.20994210;749.159119
105;67;3.34883618;730.130798
105;68;3.49335289;709.851868
105;69;3.62339520;691.802551
105;70;3.75933766;672.460632
105;71;3.87471461;656.466248
105;72;4.00248671;638.047363
105;73;4.11685467;621.758728
105;74;4.23807049;604.015625
105;75;4.34601355;588.419250
105;76;4.46090937;571.348328
105;77;4.56265306;556.441528
105;78;4.67143297;540.043518
105;79;4.76717329;525.827148
105;80;4.87002373;510.104187
105;81;4.95992947;496.583008
105;82;5.05701160;481.540100
105;83;5.13750362;469.421997
105;84;5.22578335;455.670959
105;85;5.30189705;444.054993
105;86;5.38589239;430.781372
105;87;5.45785666;419.649658
105;88;5.53776979;406.840088
105;89;5.60576820;396.181885
105;90;5.68178225;383.824829
105;91;5.74694777;373.442017
105;92;5.82186174;361.008301
105;93;5.88459349;350.836914
105;94;5.95499754;339.013306
105;95;6.01336432;329.456299
105;96;6.07949209;318.222656
105;97;6.13372326;309.259888
105;98;6.19579363;298.597168
105;99;6.24609900;290.210571
105;100;6.30431652;280.101196
105;101;6.35090160;272.271729
105;102;6.40546227;262.698242
105;103;6.44851017;255.410034
105;104;6.49959803;246.355591
105;105;6.53928900;239.592285
105;106;6.58448982;231.586914
105;107;6.61858940;225.844849
105;108;6.66059923;218.349487
105;109;6.69188023;213.066162
105;110;6.73157978;205.910278
105;111;6.76153612;200.779419
105;112;6.79891539;193.978027
105;113;6.83136749;188.175903
105;114;6.86543655;181.954712
105;115;6.89008808;177.737549
105;116;6.92206955;171.850830
105;117;6.94488382;167.935425
105;118;6.97476768;162.397827
105;119;6.99572515;158.799805
105;120;7.02350283;153.625610
105;121;7.04259062;150.359619
105;122;7.06826115;145.561157
105;123;7.08545685;142.643799
105;124;7.10900021;138.238159
105;125;7.12428474;135.685181
105;126;7.14568949;131.687744
105;127;7.15610409;130.197144
105;128;7.17299271;127.177490
105;129;7.18261099;125.825195
105;130;7.19849634;122.980835
105;131;7.20731068;121.773560
105;132;7.22219372;119.110352
105;133;7.23019934;118.054199
105;134;7.24434376;115.514771
105;135;7.25413704;113.991455
105;136;7.26921463;111.175049
105;137;7.27739429;109.997803
105;138;7.29072189;107.553101
105;139;7.29736233;106.713501
105;140;7.30900431;104.635254
105;141;7.31416798;104.127441
105;142;7.32419920;102.406860
105;143;7.32795000;102.223877
105;144;7.33643627;100.854248
105;145;7.33883142;100.990356
105;146;7.34583330;99.9653320
105;147;7.34693146;100.414185
105;148;7.35251570;99.7258301
105;149;7.35236835;100.482178
105;150;7.35658455;100.125977
105;151;7.35524845;101.182861
105;152;7.35815620;101.151733
105;153;7.35567474;102.505249
105;154;7.35856628;102.471924
105;155;7.35668230;103.674561
105;156;7.35883951;103.826294
105;157;7.35593271;105.300415
105;158;7.35691690;105.756958
105;159;7.35295963;107.516113
105;160;7.35275793;108.288208
105;161;7.34772444;110.345581
105;162;7.34631300;111.446045
105;163;7.34017801;113.815186
105;164;7.33753729;115.256958
105;165;7.33028078;117.949951
105;166;7.32638073;119.748047
105;167;7.31797457;122.779419
105;168;7.31279802;124.945923
105;169;7.30901384;126.741333
105;170;7.30290699;129.183228
105;171;7.29287195;132.721558
105;172;7.28619385;135.349731
105;173;7.27567101;139.060181
105;174;7.26837969;141.890137
105;175;7.25732565;145.788452
105;176;7.24938154;148.834961
105;177;7.23775244;152.936279
105;178;7.22911596;156.213867
105;179;7.21687269;160.533203
105;180;7.20750332;164.058105
106;50;5.51183410E-02;1167.60767
106;51;0.280029118;1140.31299
106;52;0.513206959;1111.26221
106;53;0.724630117;1085.20410
106;54;0.944513321;1057.36963
106;55;1.14347911;1032.46301
106;56;1.35104895;1005.76459
106;57;1.53845799;981.937134
106;58;1.73456836;956.307983
106;59;1.91306210;933.193359
106;60;2.10195589;907.995239
106;61;2.27133298;885.678711
106;62;2.44887757;861.651306
106;63;2.60755706;840.457031
106;64;2.77449489;817.541443
106;65;2.92317414;797.414062
106;66;3.08018517;775.556396
106;67;3.21950388;756.445496
106;68;3.36721969;735.594727
106;69;3.49776983;717.452637
106;70;3.63676238;697.563599
106;71;3.75387526;681.269165
106;72;3.88459444;662.318787
106;73;3.99965096;645.910400
106;74;4.12367725;627.657410
106;75;4.23237419;611.931030
106;76;4.34994602;594.371826
106;77;4.45250082;579.325806
106;78;4.56383085;562.459961
106;79;4.66044092;548.094543
106;80;4.76571417;531.924805
106;81;4.85654354;518.245300
106;82;4.95593405;502.774719
106;83;5.03735304;490.502075
106;84;5.12779760;476.351501
106;85;5.20488977;464.570557
106;86;5.29094553;450.914307
106;87;5.36392689;439.609253
106;88;5.44580698;426.432129
106;89;5.51486301;415.591675
106;90;5.59274769;402.882812
106;91;5.65804625;392.497681
106;92;5.73442507;379.787964
106;93;5.79829741;369.414307
106;94;5.87039852;357.267212
106;95;5.92993832;347.500610
106;96;5.99767876;335.958496
106;97;6.05311060;326.779541
106;98;6.11671257;315.822998
106;99;6.16825151;307.212280
106;100;6.22792292;296.822998
106;101;6.27576685;288.762817
106;102;6.33170509;278.923340
106;103;6.37603617;271.397705
106;104;6.42842865;262.090698
106;105;6.46942711;255.083008
106;106;6.51844263;246.293579
106;107;6.55373383;240.329590
106;108;6.59700251;232.587646
106;109;6.63004637;226.957642
106;110;6.67170334;219.401123
106;111;6.70273066;214.067749
106;112;6.74141979;207.002197
106;113;6.77481890;201.017822
106;114;6.81022406;194.525146
106;115;6.83583307;190.126831
106;116;6.86916256;183.963135
106;117;6.89287376;179.877808
106;118;6.92411947;174.057251
106;119;6.94591951;170.299438
106;120;6.97507668;164.835449
106;121;6.99494886;161.420776
106;122;7.02200460;156.328369
106;123;7.03992939;153.273193
106;124;7.06487560;148.566895
106;125;7.08084011;145.885620
106;126;7.10365725;141.582642
106;127;7.11466455;139.985596
106;128;7.13293934;136.666016
106;129;7.14310503;135.215576
106;130;7.16038799;132.064941
106;131;7.16970968;130.766724
106;132;7.18600893;127.789185
106;133;7.19447565;126.651001
106;134;7.20978880;123.852661
106;135;7.21903372;122.486328
106;136;7.23556852;119.337280
106;137;7.24415541;118.086548
106;138;7.25894451;115.305054
106;139;7.26595020;114.401123
106;140;7.27906799;111.979614
106;141;7.28455830;111.415894
106;142;7.29607344;109.346802
106;143;7.30011606;109.115601
106;144;7.31009054;107.393311
106;145;7.31274271;107.488892
106;146;7.32124424;106.105103
106;147;7.32256317;106.521484
106;148;7.32964754;105.470947
106;149;7.32969284;106.201172
106;150;7.33541679;105.477417
106;151;7.33423948;106.515991
106;152;7.33865690;106.113403
106;153;7.33693266;107.292847
106;154;7.34175539;106.773193
106;155;7.33997059;107.968750
106;156;7.34364796;107.736694
106;157;7.34081125;109.210571
106;158;7.34332705;109.276855
106;159;7.33941364;111.041992
106;160;7.34074497;111.419922
106;161;7.33573055;113.489380
106;162;7.33585882;114.190552
106;163;7.32972050;116.577148
106;164;7.32862043;117.615967
106;165;7.32133341;120.333496
106;166;7.31898069;121.723633
106;167;7.31052303;124.784790
106;168;7.30689859;126.538696
106;169;7.30296803;128.384033
106;170;7.29841614;130.408936
106;171;7.28827381;133.991455
106;172;7.28314877;136.199219
106;173;7.27249718;139.959106
106;174;7.26675224;142.366455
106;175;7.25554562;146.320312
106;176;7.24915028;148.939819
106;177;7.23734426;153.103027
106;178;7.23025274;155.950928
106;179;7.21780777;160.338867
106;180;7.20998573;163.429688
107;51;0.114672355;1173.44824
107;52;0.347113878;1144.44678
107;53;0.563076198;1117.61719
107;54;0.782393456;1089.81543
107;55;0.985702991;1064.16821
107;56;1.19286609;1037.48633
107;57;1.38443232;1012.94800
107;58;1.58027911;987.320068
107;59;1.76185000;963.670471
107;60;1.95055854;938.465698
107;61;2.12369847;915.499023
107;62;2.30118489;891.451538
107;63;2.46347237;869.632812
107;64;2.63046837;846.684448
107;65;2.78260541;825.957764
107;66;2.93978620;804.054199
107;67;3.08242035;784.367493
107;68;3.23040104;763.459839
107;69;3.36412978;744.764465
107;70;3.50348592;724.805847
107;71;3.62487936;707.765625
107;72;3.75607753;688.727661
107;73;3.87407947;671.802673
107;74;3.99865746;653.451233
107;75;4.11016703;637.229248
107;76;4.22835922;619.561340
107;77;4.33360577;604.038879
107;78;4.44561720;587.054688
107;79;4.54479885;572.232605
107;80;4.65081692;555.933838
107;81;4.74410343;541.816589
107;82;4.84429169;526.208130
107;83;4.92798138;513.534241
107;84;5.01919985;499.254944
107;85;5.09846163;487.088745
107;86;5.18534899;473.292603
107;87;5.26040602;461.617432
107;88;5.34315968;448.291504
107;89;5.41419935;437.095947
107;90;5.49300289;424.228760
107;91;5.56019783;413.502563
107;92;5.63627768;400.873901
107;93;5.70195198;390.174072
107;94;5.77504921;377.851074
107;95;5.83631039;367.772583
107;96;5.90508509;356.046265
107;97;5.96216249;346.568970
107;98;6.02683306;335.420654
107;99;6.07993937;326.525269
107;100;6.14071512;315.936157
107;101;6.19005489;307.604126
107;102;6.24712992;297.556763
107;103;6.29288578;289.772339
107;104;6.34644556;280.249634
107;105;6.38880014;272.995483
107;106;6.43901062;263.983154
107;107;6.47813225;257.243530
107;108;6.52325535;249.135376
107;109;6.55839252;243.093750
107;110;6.60125828;235.304932
107;111;6.63363218;229.717529
107;112;6.67347240;222.430176
107;113;6.70813990;216.201416
107;114;6.74463987;209.498047
107;115;6.77163076;204.832886
107;116;6.80599546;198.469360
107;117;6.83110285;194.110596
107;118;6.86332607;188.100586
107;119;6.88653469;184.063599
107;120;6.91660929;178.421387
107;121;6.93790054;174.721924
107;122;6.96582365;169.460938
107;123;6.98518324;166.113770
107;124;7.01093960;161.250244
107;125;7.02834558;158.272461
107;126;7.05192232;153.822144
107;127;7.06431246;151.942383
107;128;7.08323097;148.503418
107;129;7.09479284;146.763184
107;130;7.11267996;143.500366
107;131;7.12340498;141.906494
107;132;7.14026165;138.825806
107;133;7.15015459;137.382568
107;134;7.16598558;134.488403
107;135;7.17549276;133.093262
107;136;7.19252014;129.851440
107;137;7.20255852;128.281006
107;138;7.21780539;125.414307
107;139;7.22627211;124.184937
107;140;7.23980570;121.687378
107;141;7.24677134;120.791382
107;142;7.25866604;118.654175
107;143;7.26418829;118.086426
107;144;7.27451038;116.302734
107;145;7.27865028;116.056519
107;146;7.28746557;114.618896
107;147;7.29027891;114.688110
107;148;7.29764366;113.591309
107;149;7.29918909;113.969360
107;150;7.30516529;113.205566
107;151;7.30549288;113.887451
107;152;7.31022215;113.428345
107;153;7.31098080;113.992432
107;154;7.31598997;113.445312
107;155;7.31572485;114.270020
107;156;7.31956577;114.015747
107;157;7.31825304;115.114014
107;158;7.32090569;115.164062
107;159;7.31852245;116.548706
107;160;7.31996441;116.916382
107;161;7.31648779;118.599487
107;162;7.31670046;119.297363
107;163;7.31210327;121.293213
107;164;7.31106281;122.334595
107;165;7.30532122;124.656494
107;166;7.30300951;126.053589
107;167;7.29609919;128.715454
107;168;7.29249287;130.482422
107;169;7.29002047;131.943604
107;170;7.28545856;133.988770
107;171;7.27687073;137.161987
107;172;7.27171040;139.396362
107;173;7.26260853;142.744507
107;174;7.25680923;145.182861
107;175;7.24714804;148.721924
107;176;7.24067020;151.379395
107;177;7.23041534;155.122314
107;178;7.22321653;158.015137
107;179;7.21232319;161.978760
107;180;7.20436954;165.120605
108;52;0.190744698;1176.40784
108;53;0.406215370;1149.59778
108;54;0.629928470;1121.02136
108;55;0.832909882;1095.37683
108;56;1.04427469;1067.95142
108;57;1.23565698;1043.40051
108;58;1.43552864;1017.05750
108;59;1.61613369;993.532349
108;60;1.80861628;967.650513
108;61;1.98175681;944.652588
108;62;2.16286898;919.953125
108;63;2.32527804;898.089600
108;64;2.49575305;874.514038
108;65;2.64812589;853.729187
108;66;2.80864072;831.222778
108;67;2.95161629;811.464844
108;68;3.10279441;789.977295
108;69;3.23696327;771.197876
108;70;3.37938213;750.681885
108;71;3.50260878;733.316223
108;72;3.63677406;713.735291
108;73;3.75541115;696.696594
108;74;3.88282394;677.823364
108;75;3.99503446;661.477417
108;76;4.11593676;643.307739
108;77;4.22194910;627.650879
108;78;4.33655071;610.184570
108;79;4.43655300;595.218872
108;80;4.54504824;578.456604
108;81;4.63921070;564.186279
108;82;4.74176311;548.133362
108;83;4.82627058;535.322083
108;84;4.91963768;520.640747
108;85;4.99976826;508.327209
108;86;5.08870220;494.145813
108;87;5.16467762;482.313171
108;88;5.24938631;468.616943
108;89;5.32139063;457.254150
108;90;5.40206671;444.030151
108;91;5.47026396;433.128296
108;92;5.54706001;420.370239
108;93;5.61361361;409.517212
108;94;5.68839073;396.870117
108;95;5.75072289;386.599609
108;96;5.82110214;374.562744
108;97;5.87928724;364.885254
108;98;5.94549274;353.438965
108;99;5.99974298;344.335083
108;100;6.06198025;333.461426
108;101;6.11249590;324.912964
108;102;6.17096567;314.593140
108;103;6.21793175;306.583740
108;104;6.27281904;296.801025
108;105;6.31641245;289.314331
108;106;6.36788797;280.053467
108;107;6.40886688;272.946533
108;108;6.45849848;263.888672
108;109;6.49481249;257.621338
108;110;6.53891516;249.583496
108;111;6.57240009;243.782837
108;112;6.61350393;236.238892
108;113;6.64911461;229.826904
108;114;6.68690443;222.859741
108;115;6.71490145;218.000977
108;116;6.75057364;211.366821
108;117;6.77662849;206.825195
108;118;6.81018019;200.537354
108;119;6.83428049;196.327759
108;120;6.86570358;190.400391
108;121;6.88783598;186.537842
108;122;6.91712046;180.985840
108;123;6.93726873;177.485962
108;124;6.96440077;172.325439
108;125;6.98255110;169.203247
108;126;7.00751686;164.450195
108;127;7.02049732;162.463623
108;128;7.04071474;158.743164
108;129;7.05282640;156.903442
108;130;7.07202959;153.351562
108;131;7.08326864;151.664673
108;132;7.10145712;148.287720
108;133;7.11182117;146.759888
108;134;7.12900162;143.561646
108;135;7.13848305;142.200195
108;136;7.15625477;138.796631
108;137;7.16670132;137.152588
108;138;7.18332720;133.967163
108;139;7.19216537;132.672119
108;140;7.20709276;129.849487
108;141;7.21439409;128.895630
108;142;7.22769451;126.427490
108;143;7.23352289;125.808350
108;144;7.24526024;123.688354
108;145;7.24967384;123.397949
108;146;7.25991678;121.617798
108;147;7.26297331;121.649780
108;148;7.27177572;120.204956
108;149;7.27353382;120.552612
108;150;7.28095675;119.435303
108;151;7.28146887;120.093262
108;152;7.28871346;118.999390
108;153;7.28962660;119.543945
108;154;7.29610538;118.628174
108;155;7.29597235;119.438354
108;156;7.30128860;118.810425
108;157;7.30008554;119.899170
108;158;7.30422020;119.570557
108;159;7.30192184;120.951538
108;160;7.30485535;120.934692
108;161;7.30143976;122.619995
108;162;7.30314922;122.928467
108;163;7.29858875;124.932495
108;164;7.29905319;125.579102
108;165;7.29333019;127.913818
108;166;7.29252863;128.911377
108;167;7.28561592;131.591309
108;168;7.28352356;132.954468
108;169;7.28091192;134.465698
108;170;7.27786922;136.102173
108;171;7.26923323;139.305054
108;172;7.26559687;141.125488
108;173;7.25642061;144.509766
108;174;7.25214434;146.530518
108;175;7.24239111;150.110107
108;176;7.23743534;152.346436
108;177;7.22706175;156.136719
108;178;7.22139025;158.603271
108;179;7.21035290;162.620850
108;180;7.20392799;165.332520
109;52;2.46442053E-02;1210.24829
109;53;0.244584426;1182.66467
109;54;0.467619807;1154.13672
109;55;0.674883902;1127.74927
109;56;0.885738492;1100.35461
109;57;1.08123159;1075.08838
109;58;1.28073645;1048.76123
109;59;1.46523964;1024.55542
109;60;1.65655577;998.829224
109;61;1.83339500;975.181274
109;62;2.01433468;950.478577
109;63;2.18030787;927.988281
109;64;2.35074258;904.394043
109;65;2.50654769;883.004639
109;66;2.66714597;860.464783
109;67;2.81342649;840.123535
109;68;2.96480107;818.588379
109;69;3.10215116;799.246521
109;70;3.24487090;778.668945
109;71;3.37250066;760.522156
109;72;3.50708485;740.861206
109;73;3.62868285;723.294678
109;74;3.75659490;704.329529
109;75;3.87164927;687.474182
109;76;3.99312210;669.201599
109;77;4.10185289;653.055847
109;78;4.21709633;635.474915
109;79;4.31970692;620.038391
109;80;4.42890644;603.151245
109;81;4.52557087;588.427551
109;82;4.62889004;572.239380
109;83;4.71564341;559.025208
109;84;4.80967951;544.232056
109;85;4.89196396;531.530518
109;86;4.98162556;517.225952
109;87;5.05966234;505.020508
109;88;5.14515257;491.190613
109;89;5.21913242;479.468872
109;90;5.30063581;466.101929
109;91;5.37072563;454.854614
109;92;5.44839907;441.943115
109;93;5.51558638;430.994141
109;94;5.59125996;418.188232
109;95;5.65529537;407.605103
109;96;5.72661495;395.400635
109;97;5.78643560;385.422363
109;98;5.85362244;373.799683
109;99;5.90943956;364.407349
109;100;5.97270393;353.347046
109;101;6.02472162;344.522095
109;102;6.08425617;334.006836
109;103;6.13265991;325.732544
109;104;6.18864775;315.745728
109;105;6.23362160;308.004150
109;106;6.28686762;298.394043
