Z;N;dz_BE/A;dz_ME
73;120;7.89344788;-22.7706299
73;121;7.87667799;-19.3394775
73;122;7.86511803;-16.8905029
73;123;7.84763002;-13.2565918
73;124;7.83509541;-10.5635986
73;125;7.81684017;-6.71264648
73;126;7.80329943;-3.76354980
73;127;7.77641535;1.88122559
73;128;7.75443459;6.59448242
73;129;7.72756815;12.3383789
73;130;7.70538378;17.1855469
73;131;7.67850685;23.0345459
73;132;7.65610409;28.0198975
73;133;7.62919140;33.9793701
73;134;7.60655212;39.1077881
73;135;7.57957792;45.1831055
73;136;7.55667210;50.4624023
73;137;7.52961206;56.6596680
73;138;7.50642300;62.0942383
73;139;7.47923708;68.4227295
73;140;7.45573711;74.0202637
73;141;7.42840004;80.4862061
73;142;7.40456486;86.2536621
73;143;7.37703896;92.8659668
73;144;7.35284519;98.8105469
73;145;7.32510138;105.577148
73;146;7.30051613;111.707520
73;147;7.27252150;118.637329
73;148;7.24751806;124.961792
73;149;7.21923923;132.063721
73;150;7.19378471;138.592163
73;151;7.16518784;145.875366
73;152;7.13926125;152.615234
73;153;7.11030769;160.090698
73;154;7.08387756;167.051392
73;155;7.05453682;174.728638
73;156;7.02756643;181.921631
73;157;6.99780846;189.809937
73;158;6.97027731;197.243164
73;159;6.94006157;205.354248
73;160;6.91193819;213.038452
73;161;6.88123417;221.382568
73;162;6.85248423;229.328857
73;163;6.82125711;237.917480
73;164;6.79185724;246.135254
73;165;6.76007605;254.978638
73;166;6.72998953;263.480713
73;167;6.69762468;272.589600
73;168;6.66683102;281.384766
73;169;6.63839531;289.670654
73;170;6.60764074;298.576904
73;171;6.57525444;307.943115
73;172;6.54467344;316.931519
73;173;6.51253748;326.363525
73;174;6.48207808;335.446045
73;175;6.45012856;344.958740
73;176;6.41974211;354.146362
73;177;6.38793659;363.749268
73;178;6.35756969;373.054688
73;179;6.32584524;382.763184
73;180;6.29545212;392.198120
74;30;0.111199886;769.964905
74;31;0.467026770;740.563232
74;32;0.833333015;709.339050
74;33;1.15824306;681.811768
74;34;1.49457645;652.400940
74;35;1.79213810;626.543457
74;36;2.10181665;598.758057
74;37;2.37499309;574.405029
74;38;2.66079283;548.091919
74;39;2.91206670;525.108521
74;40;3.17631674;500.143311
74;41;3.40621495;478.600098
74;42;3.64537382;455.522858
74;43;3.85346389;435.602295
74;44;4.07509422;413.667786
74;45;4.26700068;394.827240
74;46;4.47250652;373.970947
74;47;4.64949131;356.154663
74;48;4.84006882;336.326050
74;49;5.00321150;319.490845
74;50;5.17989922;300.649719
74;51;5.31813717;286.261414
74;52;5.47004557;269.874207
74;53;5.59668636;256.392212
74;54;5.73709202;240.894958
74;55;5.85322809;228.247681
74;56;5.98316765;213.573730
74;57;6.08972740;201.702637
74;58;6.21008205;187.797424
74;59;6.30786180;176.653992
74;60;6.41938925;163.472839
74;61;6.50906801;153.018250
74;62;6.61241865;140.524780
74;63;6.69458342;130.727173
74;64;6.79031801;118.892639
74;65;6.86546946;109.727600
74;66;6.95407486;98.5288696
74;67;7.02264643;89.9775391
74;68;7.10453987;79.3973999
74;69;7.16691303;71.4449463
74;70;7.24245882;61.4707031
74;71;7.30071402;53.8526611
74;72;7.36833191;44.7510986
74;73;7.41786575;38.1726074
74;74;7.48076582;29.5170898
74;75;7.52097654;24.1162109
74;76;7.57438946;16.6546631
74;77;7.61077213;11.6579590
74;78;7.65995693;4.64233398
74;79;7.69262600;5.54199219E-02
74;80;7.73771524;-6.50952148
74;81;7.76676702;-10.6789551
74;82;7.80786896;-16.7861328
74;83;7.82329988;-18.9453125
74;84;7.85087633;-23.0543213
74;85;7.86380339;-24.8891602
74;86;7.88857555;-28.6452637
74;87;7.89915466;-30.1656494
74;88;7.92128277;-33.5781250
74;89;7.92963934;-34.7902832
74;90;7.94926548;-37.8670654
74;91;7.95551157;-38.7756348
74;92;7.97274303;-41.5201416
74;93;7.97697163;-42.1276855
74;94;7.99191284;-44.5434570
74;95;7.99419975;-44.8504639
74;96;8.00692463;-46.9365234
74;97;8.00733662;-46.9426270
74;98;8.01791477;-48.6979980
74;99;8.01649952;-48.3996582
74;100;8.02499390;-49.8228760
74;101;8.02179623;-49.2166748
74;102;8.02824783;-50.3026123
74;103;8.02329159;-49.3822021
74;104;8.02774715;-50.1271973
74;105;8.02106190;-48.8869629
74;106;8.02354622;-49.2838135
74;107;8.01515007;-47.7163086
74;108;8.01568985;-47.7583008
74;109;8.00558662;-45.8536377
74;110;8.00420380;-45.5335693
74;111;7.99241066;-43.2845459
74;112;7.98910952;-42.5915527
74;113;7.97909546;-40.6367188
74;114;7.97381973;-39.5526123
74;115;7.95912218;-36.6771240
74;116;7.95302868;-35.4072266
74;117;7.93769550;-32.3601074
74;118;7.93074560;-30.8920898
74;119;7.91473436;-27.6612549
74;120;7.90688419;-25.9816895
74;121;7.89015293;-22.5546875
74;122;7.88137484;-20.6529541
74;123;7.86387253;-17.0148926
74;124;7.85412598;-14.8776855
74;125;7.83580875;-11.0151367
74;126;7.82504892;-8.62768555
74;127;7.79766083;-2.87646484
74;128;7.77808571;1.35156250
74;129;7.75069237;7.20568848
74;130;7.73093557;11.5566406
74;131;7.70351267;17.5189209
74;132;7.68355322;21.9982910
74;133;7.65607405;28.0744629
74;134;7.63589811;32.6862793
74;135;7.60833597;38.8822021
74;136;7.58791447;43.6339111
74;137;7.56024218;49.9561768
74;138;7.53955412;54.8530273
74;139;7.51173782;61.3099365
74;140;7.49075222;66.3603516
74;141;7.46276855;72.9576416
74;142;7.44145823;78.1691895
74;143;7.41327190;84.9154053
74;144;7.39161348;90.2952881
74;145;7.36318922;97.1998291
74;146;7.34115171;102.756226
74;147;7.31245852;109.827759
74;148;7.29001141;115.569824
74;149;7.26101637;122.817261
74;150;7.23812962;128.754150
74;151;7.20879936;136.186646
74;152;7.18544626;142.327148
74;153;7.15574789;149.954590
74;154;7.13189411;156.308716
74;155;7.10179329;164.141479
74;156;7.07740927;170.719360
74;157;7.04687023;178.767944
74;158;7.02192974;185.578613
74;159;6.99092197;193.852783
74;160;6.96539211;200.907349
74;161;6.93387794;209.419067
74;162;6.90772629;216.728271
74;163;6.87567711;225.487671
74;164;6.84887552;233.062134
74;165;6.81625748;242.080200
74;166;6.78877449;249.931396
74;167;6.75555563;259.219727
74;168;6.72735977;267.359009
74;169;6.69772768;275.903564
74;170;6.66956997;284.147583
74;171;6.63630438;293.699707
74;172;6.60831594;302.019775
74;173;6.57527971;311.642700
74;174;6.54740524;320.051880
74;175;6.51454258;329.758545
74;176;6.48673391;338.267700
74;177;6.45399141;348.070557
74;178;6.42619228;356.693237
74;179;6.39351892;366.604980
74;180;6.36568213;375.353271
75;31;0.257719576;769.571716
75;32;0.621609688;738.449219
75;33;0.954854190;709.908508
75;34;1.28940535;680.558960
75;35;1.59489858;653.736694
75;36;1.90334201;625.975952
75;37;2.18405843;600.703735
75;38;2.46909738;574.381653
75;39;2.72753310;550.522278
75;40;2.99143720;525.517212
75;41;3.22779346;503.179779
75;42;3.46703100;480.032532
75;43;3.68164134;459.312897
75;44;3.90367842;437.280273
75;45;4.10177898;417.675873
75;46;4.30797577;396.695618
75;47;4.49084330;378.149231
75;48;4.68236589;358.172424
75;49;4.85109282;340.639282
75;50;5.02895308;321.627075
75;51;5.17192268;306.655396
75;52;5.32464457;290.159119
75;53;5.45577860;276.120667
75;54;5.59721136;260.491455
75;55;5.71761179;247.313599
75;56;5.84876919;232.485718
75;57;5.95938206;220.107422
75;58;6.08112478;206.027649
75;59;6.18274593;194.400696
75;60;6.29581594;181.024780
75;61;6.38914347;170.107849
75;62;6.49417162;157.401245
75;63;6.57979822;147.162048
75;64;6.67733860;135.095520
75;65;6.75577354;125.508606
75;66;6.84629679;114.060486
75;67;6.91797972;105.106567
75;68;7.00189686;94.2597656
75;69;7.06721783;85.9230347
75;70;7.14487791;75.6665039
75;71;7.20555544;67.7340088
75;72;7.27540493;58.3321533
75;73;7.32760620;51.4022217
75;74;7.39280987;42.4306641
75;75;7.44052744;35.9516602
75;76;7.49640799;28.1444092
75;77;7.53536844;22.7974854
75;78;7.58687973;15.4522705
75;79;7.62217712;10.5008545
75;80;7.66945076;3.62280273
75;81;7.70117188;-0.923828125
75;82;7.74433661;-7.33044434
75;83;7.76197052;-9.78955078
75;84;7.79099798;-14.0955811
75;85;7.80618668;-16.2453613
75;86;7.83232069;-20.1877441
75;87;7.84521723;-22.0379639
75;88;7.86861849;-25.6260986
75;89;7.87934780;-27.1829834
75;90;7.90015984;-30.4249268
75;91;7.90882826;-31.6926270
75;92;7.92716646;-34.5926514
75;93;7.93385983;-35.5728760
75;94;7.94982624;-38.1336670
75;95;7.95461988;-38.8271484
75;96;7.96830034;-41.0496826
75;97;7.97125578;-41.4549561
75;98;7.98272181;-43.3385010
75;99;7.98388195;-43.4515381
75;100;7.99319267;-44.9935303
75;101;7.99259663;-44.8104248
75;102;7.99980736;-46.0079346
75;103;7.99748373;-45.5228271
75;104;8.00262737;-46.3695068
75;105;7.99860430;-45.5766602
75;106;8.00171471;-46.0670166
75;107;7.99600172;-44.9573975
75;108;7.99711084;-45.0850830
75;109;7.98972034;-43.6508789
75;110;7.98884535;-43.4073486
75;111;7.97978020;-41.6387939
75;112;7.97693920;-41.0158691
75;113;7.96928501;-39.4824219
75;114;7.96442699;-38.4622803
75;115;7.95249224;-36.0875244
75;116;7.94675541;-34.8730469
75;117;7.93419647;-32.3370361
75;118;7.92754650;-30.9163818
75;119;7.91431189;-28.2050781
75;120;7.90671444;-26.5665283
75;121;7.89275980;-23.6667480
75;122;7.88418245;-21.7984619
75;123;7.86946011;-18.6960449
75;124;7.85986185;-16.5842285
75;125;7.84432745;-13.2657471
75;126;7.83366871;-10.8962402
75;127;7.80862141;-5.59912109
75;128;7.78866482;-1.28515625
75;129;7.76363754;4.10314941
75;130;7.74347734;8.54370117
75;131;7.71843815;14.0296631
75;132;7.69805622;18.6016846
75;133;7.67298412;24.1900635
75;134;7.65236521;28.8977051
75;135;7.62722635;34.5959473
75;136;7.60633755;39.4476318
75;137;7.58110809;45.2613525
75;138;7.55993462;50.2614746
75;139;7.53457737;56.1994629
75;140;7.51308632;61.3568115
75;141;7.48757696;67.4251709
75;142;7.46574593;72.7462158
75;143;7.44004107;78.9555664
75;144;7.41784477;84.4478760
75;145;7.39191771;90.8054199
75;146;7.36932325;96.4781494
75;147;7.34314013;102.992920
75;148;7.32012081;108.854492
75;149;7.29364491;115.536377
75;150;7.27016926;121.596069
75;151;7.24336672;128.454712
75;152;7.21940994;134.720947
75;153;7.19224453;141.766602
75;154;7.16777086;148.250122
75;155;7.14021015;155.492798
75;156;7.11519241;162.203003
75;157;7.08720303;169.652832
75;158;7.06161022;176.599976
75;159;7.03315449;184.268433
75;160;7.00695801;191.462891
75;161;6.97800303;199.360596
75;162;6.95117044;206.813354
75;163;6.92168427;214.951294
75;164;6.89418793;222.672607
75;165;6.86413288;231.062988
75;166;6.83593893;239.064941
75;167;6.80529022;247.717407
75;168;6.77637339;256.010376
75;169;6.74893665;263.999756
75;170;6.72004509;272.400757
75;171;6.68934965;281.303223
75;172;6.66061115;289.783691
75;173;6.63013315;298.752808
75;174;6.60149479;307.325073
75;175;6.57118368;316.372803
75;176;6.54258871;325.050293
75;177;6.51239443;334.187988
75;178;6.48379230;342.983398
75;179;6.45365572;352.225708
75;180;6.42500114;361.150391
76;31;5.45255877E-02;798.344849
76;32;0.426863611;766.149231
76;33;0.758439600;737.651917
76;34;1.10102224;707.280762
76;35;1.40540636;680.464478
76;36;1.72147739;651.730530
76;37;2.00156879;626.430054
76;38;2.29384661;599.180176
76;39;2.55207610;575.261353
76;40;2.82284570;549.371460
76;41;3.05898809;526.991272
76;42;3.30480170;502.997620
76;43;3.51996732;482.159546
76;44;3.74824476;459.317688
76;45;3.94719172;439.568207
76;46;4.15930939;417.813995
76;47;4.34328079;399.097656
76;48;4.54042435;378.379883
76;49;4.71048594;360.653137
76;50;4.89367628;340.932068
76;51;5.03754044;325.839050
76;52;5.19469500;308.757080
76;53;5.32693720;294.574463
76;54;5.47257614;278.385925
76;55;5.59427691;265.041931
76;56;5.72942209;249.679871
76;57;5.84150791;237.114380
76;58;5.96703005;222.524292
76;59;6.07028198;210.689697
76;60;6.18693590;196.825745
76;61;6.28203249;185.682007
76;62;6.39045858;172.508545
76;63;6.47797918;162.024170
76;64;6.57873583;149.511658
76;65;6.65918446;139.660950
76;66;6.75275183;127.786621
76;67;6.82655525;118.551392
76;68;6.91335058;107.297607
76;69;6.98088646;98.6629639
76;70;7.06127405;88.0168457
76;71;7.12383986;79.8297119
76;72;7.19629812;70.0535889
76;73;7.25090933;62.7915039
76;74;7.31857252;53.4625244
76;75;7.36876488;46.6363525
76;76;7.43182755;37.7532959
76;77;7.47302961;32.0889893
76;78;7.52692747;24.3870850
76;79;7.56433916;19.1326904
76;80;7.61406374;11.8828125
76;81;7.64777756;7.04699707
76;82;7.69344425;0.255249023
76;83;7.71238947;-2.37902832
76;84;7.74342251;-6.98547363
76;85;7.75984240;-9.30102539
76;86;7.78805113;-13.5593262
76;87;7.80209398;-15.5650635
76;88;7.82763767;-19.4847412
76;89;7.83943462;-21.1876221
76;90;7.86245155;-24.7764893
76;91;7.87211275;-26.1809082
76;92;7.89271259;-29.4425049
76;93;7.90033054;-30.5512695
76;94;7.91861010;-33.4876709
76;95;7.92426062;-34.3012695
76;96;7.94030142;-36.9130859
76;97;7.94404364;-37.4294434
76;98;7.95791578;-39.7159424
76;99;7.95980167;-39.9323730
76;100;7.97156239;-41.8907471
76;101;7.97163200;-41.8032227
76;102;7.98132658;-43.4290771
76;103;7.97961235;-43.0322266
76;104;7.98727846;-44.3203125
76;105;7.98380423;-43.6074219
76;106;7.98947048;-44.5511475
76;107;7.98425293;-43.5142822
76;108;7.98794746;-44.1070557
76;109;7.98099804;-42.7379150
76;110;7.98273706;-42.9709473
76;111;7.97406387;-41.2604980
76;112;7.97385597;-41.1241455
76;113;7.96613550;-39.5673828
76;114;7.96394730;-39.0465088
76;115;7.95231962;-36.7180176
76;116;7.94926834;-36.0131836
76;117;7.93696308;-33.5161133
76;118;7.93301249;-32.6152344
76;119;7.91998196;-29.9360352
76;120;7.91509390;-28.8265381
76;121;7.90129852;-25.9525146
76;122;7.89543629;-24.6218262
76;123;7.88082504;-21.5380859
76;124;7.87395096;-19.9727783
76;125;7.85848141;-16.6660156
76;126;7.85055399;-14.8516846
76;127;7.82503557;-9.45068359
76;128;7.80733347;-5.59313965
76;129;7.78181171;-9.70458984E-02
76;130;7.76393318;3.87536621
76;131;7.73838329;9.47167969
76;132;7.72030735;13.5644531
76;133;7.69470549;19.2663574
76;134;7.67641640;23.4836426
76;135;7.65073442;29.2976074
76;136;7.63219690;33.6481934
76;137;7.60640621;39.5808105
76;138;7.58760595;44.0689697
76;139;7.56167603;50.1276855
76;140;7.54257774;54.7626953
76;141;7.51647568;60.9556885
76;142;7.49705744;65.7436523
76;143;7.47074556;72.0803223
76;144;7.45097542;77.0303955
76;145;7.42442703;83.5180664
76;146;7.40427446;88.6387939
76;147;7.37745857;95.2858887
76;148;7.35689497;100.586060
76;149;7.32977104;107.403442
76;150;7.30876303;112.892822
76;151;7.28130007;119.889526
76;152;7.25982237;125.576538
76;153;7.23198366;132.763184
76;154;7.21000290;138.658081
76;155;7.18175507;146.044678
76;156;7.15924072;152.157715
76;157;7.13055134;159.754517
76;158;7.10746717;166.096924
76;159;7.07830143;173.914795
76;160;7.05462265;180.496094
76;161;7.02494478;188.546509
76;162;7.00063562;195.378540
76;163;6.97041559;203.671875
76;164;6.94544744;210.765259
76;165;6.91464758;219.313843
76;166;6.88898897;226.679932
76;167;6.85758114;235.494507
76;168;6.83120584;243.143921
76;169;6.80259800;251.392944
76;170;6.77625465;259.142212
76;171;6.74477959;268.211670
76;172;6.71858597;276.034302
76;173;6.68731546;285.173340
76;174;6.66121721;293.082031
76;175;6.63010073;302.302490
76;176;6.60404158;310.310669
76;177;6.57302237;319.625854
76;178;6.54695225;327.745972
76;179;6.51598263;337.167725
76;180;6.48985291;345.412354
77;32;0.218372345;795.736816
77;33;0.558015823;766.229126
77;34;0.898492813;735.949524
77;35;1.21058214;708.168396
77;36;1.52512145;679.486206
77;37;1.81256545;653.263916
77;38;2.10380602;626.030090
77;39;2.36904860;601.229492
77;40;2.63921738;575.322021
77;41;2.88163185;552.149292
77;42;3.12729502;528.105225
77;43;3.34889531;506.457214
77;44;3.57736659;483.534637
77;45;3.78245521;463.007874
77;46;3.99507284;441.144867
77;47;4.18489790;421.682800
77;48;4.38281536;400.829590
77;49;4.55845881;382.387146
77;50;4.74266911;362.505310
77;51;4.89114237;346.829407
77;52;5.04884195;329.666443
77;53;5.18547916;314.926147
77;54;5.33188629;298.632690
77;55;5.45777941;284.754272
77;56;5.59389782;269.264160
77;57;5.70997620;256.187195
77;58;5.83665705;241.446594
77;59;5.94371414;229.121521
77;60;6.06169176;215.086304
77;61;6.16041422;203.472351
77;62;6.27031517;190.107117
77;63;6.36128807;179.171875
77;64;6.46365786;166.447876
77;65;6.54738903;156.165771
77;66;6.64269781;144.060547
77;67;6.71962547;134.411621
77;68;6.80827951;122.908569
77;69;6.87879324;113.876587
77;70;6.96113777;102.964722
77;71;7.02609491;94.4611816
77;72;7.10063744;84.3996582
77;73;7.15797377;76.7700195
77;74;7.22780848;67.1383057
77;75;7.28059053;59.9589844
77;76;7.34590101;50.7573242
77;77;7.39430046;44.0291748
77;78;7.45061350;35.9779053
77;79;7.49053717;30.3704834
77;80;7.54255199;22.7850342
77;81;7.57883263;17.5815430
77;82;7.62666845;10.4681396
77;83;7.64760971;7.56225586
77;84;7.68009329;2.75622559
77;85;7.69857883;0.152709961
77;86;7.72815180;-4.29467773
77;87;7.74432898;-6.60461426
77;88;7.77115583;-10.7039795
77;89;7.78514671;-12.7261963
77;90;7.80937147;-16.4855957
77;91;7.82128239;-18.2246094
77;92;7.84301615;-21.6474609
77;93;7.85293531;-23.1054688
77;94;7.87227964;-26.1947021
77;95;7.88027811;-27.3714600
77;96;7.89731693;-30.1281738
77;97;7.90345001;-31.0211182
77;98;7.91825628;-33.4443359
77;99;7.92258024;-34.0522461
77;100;7.93520832;-36.1385498
77;101;7.93775463;-36.4556885
77;102;7.94825459;-38.2015381
77;103;7.94905138;-38.2218018
77;104;7.95747185;-39.6236572
77;105;7.95653915;-39.3398438
77;106;7.96290064;-40.3892822
77;107;7.96025610;-39.7941895
77;108;7.96459484;-40.4857178
77;109;7.96024179;-39.5693359
77;110;7.96257257;-39.8940430
77;111;7.95652676;-38.6485596
77;112;7.95686150;-38.5970459
77;113;7.95134211;-37.4337158
77;114;7.94966316;-36.9930420
77;115;7.94071531;-35.1533203
77;116;7.93812037;-34.5218506
77;117;7.92850828;-32.5239258
77;118;7.92496490;-31.6900635
77;119;7.91464233;-29.5203857
77;120;7.91011143;-28.4711914
77;121;7.89903069;-26.1157227
77;122;7.89347935;-24.8387451
77;123;7.88159609;-22.2841797
77;124;7.87498426;-20.7653809
77;125;7.86225128;-17.9970703
77;126;7.85454273;-16.2230225
77;127;7.83121681;-11.2476807
77;128;7.81316090;-7.30615234
77;129;7.78986025;-2.24780273
77;130;7.77160883;1.81164551
77;131;7.74830914;6.95764160
77;132;7.72984362;11.1401367
77;133;7.70651579;16.3804932
77;134;7.68781900;20.6903076
77;135;7.66443253;26.0318604
77;136;7.64547396;30.4769287
77;137;7.62200308;35.9257812
77;138;7.60275984;40.5123291
77;139;7.57917118;46.0760498
77;140;7.55961514;50.8120117
77;141;7.53587055;56.5000000
77;142;7.51598167;61.3911133
77;143;7.49205112;67.2114258
77;144;7.47179556;72.2670898
77;145;7.44764376;78.2285156
77;146;7.42699051;83.4578857
77;147;7.40258169;89.5697021
77;148;7.38150740;94.9804688
77;149;7.35680723;101.252441
77;150;7.33527374;106.854980
77;151;7.31024694;113.297363
77;152;7.28823185;119.099854
77;153;7.26284218;125.722778
77;154;7.24031162;131.735840
77;155;7.21452284;138.549805
77;156;7.19144201;144.784668
77;157;7.16522360;151.799561
77;158;7.14156675;158.265015
77;159;7.11487913;165.493286
77;160;7.09061098;172.201172
77;161;7.06342125;179.653076
77;162;7.03851461;186.613892
77;163;7.01078510;194.301758
77;164;6.98520947;201.526245
77;165;6.95691109;209.460449
77;166;6.93063021;216.961060
77;167;6.90172911;225.153931
77;168;6.87471867;232.941040
77;169;6.84818983;240.663696
77;170;6.82121325;248.550171
77;171;6.79225588;256.981689
77;172;6.76541138;264.945312
77;173;6.73665810;273.439453
77;174;6.70989180;281.492432
77;175;6.68129015;290.061768
77;176;6.65454817;298.217407
77;177;6.62604284;306.874512
77;178;6.59928083;315.144287
77;179;6.57081509;323.903564
77;180;6.54397488;332.302246
78;32;2.62690634E-02;823.938904
78;33;0.363898844;794.507141
78;34;0.712167144;763.208618
78;35;1.02282846;735.463074
78;36;1.34479773;705.807068
78;37;1.63132095;679.583496
78;38;1.92964387;651.418152
78;39;2.19440722;626.582520
78;40;2.47131538;599.784302
78;41;2.71320128;576.599976
78;42;2.96534824;551.700562
78;43;3.18727636;529.953247
78;44;3.42192745;506.209900
78;45;3.62765265;485.555206
78;46;3.84616303;462.903656
78;47;4.03690338;443.286285
