;N-Z;N;Z;A;Mass_excess;ME_unc;BE/A;BE/A_unc;Beta_decay_Energy;BDE_unc;Atomic_Mass;AM_unc;S2n;S2z
2947;54.0;143.0;89.0;232.0;39154.423;13.041;7602.4245;0.0562;3707.7131;13.1181;232.042034;14.0;-4416.328799999967;-297.1224000000584
2948;52.0;142.0;90.0;232.0;35446.71;1.421;7615.0338;0.0061;-499.8388;7.7338;232.038053606;1.525;-3703.55520000001;-1596.2991999998849
2949;50.0;141.0;91.0;232.0;35946.549;7.645;7609.5072;0.033;1337.1034;7.4278;232.038590205;8.206;-2874.155200000052;-2773.1423999999824
2950;48.0;140.0;92.0;232.0;34609.445;1.808;7611.8984;0.0078;-2750.0;100.0;232.037154765;1.941;-2093.637600000009;-4430.968000000037
2951;46.0;139.0;93.0;232.0;37359.0;100.0;7597.0;0.0;-1001.0;101.0;232.040107;107.0;-1107.8231999999625;-5775.825600000055
2952;44.0;138.0;94.0;232.0;38360.915;16.885;7588.9839;0.0728;-5059.0;300.0;232.041182133;18.126;-468.10639999986597;-7409.801599999977
2953;42.0;137.0;95.0;232.0;43420.0;300.0;7564.0;1.0;-2913.0;361.0;232.046613;322.0;464.0;-8763.823199999963
2954;40.0;136.0;96.0;232.0;46333.0;201.0;7548.0;1.0;0.0;0.0;232.04974;216.0;0.0;-9976.371199999907
2955;59.0;146.0;87.0;233.0;48920.052;19.561;7569.2398;0.084;4585.9906;21.3694;233.052517833;21.0;-5885.8362999999335;0.0
2956;57.0;145.0;88.0;233.0;44334.062;8.603;7585.5644;0.0369;3026.0244;15.6228;233.04759457;9.235;-5190.634199999987;1529.5052000000478
2957;55.0;144.0;89.0;233.0;41308.037;13.041;7595.1939;0.056;2576.395;13.1184;233.044346;14.0;-4632.715699999909;161.46900000004916
2958;53.0;143.0;90.0;233.0;38731.642;1.424;7602.8937;0.0061;1242.232;1.1224;233.041580126;1.528;-4013.448300000132;-1152.9073000001217
2959;51.0;142.0;91.0;233.0;37489.41;1.336;7604.8675;0.0057;570.2993;1.975;233.040246535;1.433;-3159.293599999928;-2378.7668999998905
2960;49.0;141.0;92.0;233.0;36919.111;2.254;7603.9574;0.0097;-1029.4197;51.005;233.039634294;2.42;-2197.3064999998796;-3765.60619999999
2961;47.0;140.0;93.0;233.0;37948.531;50.981;7596.1816;0.2188;-2103.3047;74.3811;233.040739421;54.729;-1386.4664999999814;-5183.108300000022
2962;45.0;139.0;94.0;233.0;40051.836;54.178;7583.7968;0.2325;-3233.0;126.0;233.042997411;58.162;-774.8648000000285;-6894.726299999917
2963;43.0;138.0;95.0;233.0;43285.0;114.0;7567.0;0.0;-4008.0;140.0;233.046468;123.0;233.0;-8185.779299999956
2964;41.0;137.0;96.0;233.0;47293.34;81.095;7546.002;0.348;-5478.0;247.0;233.050771485;87.059;932.4660000000949;-9581.053199999951
2965;39.0;136.0;97.0;233.0;52771.0;233.0;7519.0;1.0;0.0;0.0;233.056652;250.0;0.0;-10951.0
2966;58.0;146.0;88.0;234.0;46930.629;8.383;7576.5439;0.0358;2089.4348;16.2945;234.0503821;9.0;-5491.044000000082;0.0
2967;56.0;145.0;89.0;234.0;44841.195;13.972;7582.1297;0.0597;4228.2364;14.2103;234.048139;15.0;-4748.983199999922;650.8944000000592
2968;54.0;144.0;90.0;234.0;40612.958;2.589;7596.8557;0.0111;274.0882;3.1716;234.043599801;2.779;-4253.67540000002;-738.0827999999874
2969;52.0;143.0;91.0;234.0;40338.87;4.094;7594.6837;0.0175;2193.9105;3.9998;234.043305555;4.395;-3468.6990000000987;-1811.3472000001148
2970;50.0;142.0;92.0;234.0;38144.959;1.129;7600.716;0.0048;-1809.8462;8.3205;234.040950296;1.212;-2616.681599999927;-3350.3651999999547
2971;48.0;141.0;93.0;234.0;39954.806;8.397;7589.6382;0.0359;-395.1807;10.7522;234.042893245;9.014;-1722.661199999924;-4649.345999999927
2972;46.0;140.0;94.0;234.0;40349.986;6.798;7584.6061;0.0291;-4112.0;160.0;234.043317489;7.298;-1024.4052000000484;-6386.398200000016
2973;44.0;139.0;95.0;234.0;44462.0;160.0;7564.0;1.0;-2261.0;161.0;234.047731;172.0;0.0;-7722.0
2974;42.0;138.0;96.0;234.0;46722.411;17.078;7550.6868;0.073;-6673.0;154.0;234.050158568;18.333;628.7112000000943;-8961.521399999947
2975;40.0;137.0;97.0;234.0;53395.0;153.0;7519.0;1.0;0.0;0.0;234.057322;164.0;0.0;-10530.0
2976;59.0;147.0;88.0;235.0;51130.0;300.0;7561.0;1.0;3773.0;300.0;235.05489;322.0;-5772.634000000048;0.0
2977;57.0;146.0;89.0;235.0;47357.16;13.972;7573.5051;0.0595;3339.4064;19.1127;235.05084;15.0;-5096.867999999977;1002.3455000000058
2978;55.0;145.0;90.0;235.0;44017.754;13.041;7584.3862;0.0555;1728.8531;19.1127;235.047255;14.0;-4349.262499999932;-276.8770000000677
2979;53.0;144.0;91.0;235.0;42288.901;13.972;7588.4139;0.0595;1370.1184;14.0169;235.045399;15.0;-3866.5960000001724;-1593.300000000154
2980;51.0;143.0;92.0;235.0;40918.782;1.116;7590.9151;0.0048;-124.2619;0.8524;235.043928117;1.198;-3064.940500000016;-2814.970999999873
2981;49.0;142.0;93.0;235.0;41043.044;1.388;7587.0571;0.0059;-1139.3021;20.4992;235.044061518;1.49;-2144.257499999976;-4185.44400000007
2982;47.0;141.0;94.0;235.0;42182.346;20.521;7578.8799;0.0873;-2442.2558;56.5932;235.045284609;22.03;-1155.4715000000397;-5893.212500000077
2983;45.0;140.0;95.0;235.0;44624.602;52.78;7565.1582;0.2246;-3389.0;115.0;235.047906478;56.661;-432.8230000000349;-7290.499000000009
2984;43.0;139.0;96.0;235.0;48013.0;102.0;7547.0;0.0;-4757.0;413.0;235.051545;110.0;234.52999999990425;-8647.248000000018
2985;41.0;138.0;97.0;235.0;52770.0;401.0;7524.0;2.0;0.0;0.0;235.056651;430.0;1175.0;-10105.0
2986;58.0;147.0;89.0;236.0;51220.998;38.191;7559.2423;0.1618;4965.7951;40.6669;236.054988;41.0;-5401.426400000124;0.0
2987;56.0;146.0;90.0;236.0;46255.203;13.972;7576.9688;0.0592;921.2477;19.76;236.049657;15.0;-4693.3084000001;100.27639999999519
2988;54.0;145.0;91.0;236.0;45333.955;13.972;7577.5573;0.0592;2889.373;14.0166;236.048668;15.0;-4041.8303999998097;-1079.0864000000038
2989;52.0;144.0;92.0;236.0;42444.582;1.112;7586.4854;0.0047;-933.5116;50.4152;236.04556613;1.193;-3358.4216000001834;-2447.3908000001175
2990;50.0;143.0;93.0;236.0;43378.094;50.421;7579.2148;0.2136;476.5854;50.3887;236.046568296;54.129;-2459.9224000001377;-3650.6603999999643
2991;48.0;142.0;94.0;236.0;42901.508;1.81;7577.9192;0.0077;-3139.0;119.0;236.046056661;1.942;-1578.1083999999282;-5380.044800000018
2992;46.0;141.0;95.0;236.0;46041.0;119.0;7561.0;1.0;-1812.0;120.0;236.049427;127.0;-708.0;-6758.615200000077
2993;44.0;140.0;96.0;236.0;47852.82;17.635;7550.309;0.0747;-5689.0;361.0;236.051372112;18.931;-89.16080000004877;-8094.115599999946
2994;42.0;139.0;97.0;236.0;53542.0;361.0;7523.0;2.0;0.0;0.0;236.057479;387.0;944.0;-9676.0
2995;59.0;148.0;89.0;237.0;54020.0;400.0;7550.0;2.0;4065.0;400.0;237.057993;429.0;-5570.708700000074;0.0
2996;57.0;147.0;90.0;237.0;49955.097;15.835;7563.4433;0.0668;2427.4736;20.514;237.053629;17.0;-4963.467300000002;579.0620999999783
2997;55.0;146.0;91.0;237.0;47527.624;13.041;7570.3847;0.055;2137.4905;13.0962;237.051023;14.0;-4272.920399999987;-739.5348000001659
2998;53.0;145.0;92.0;237.0;45390.133;1.202;7576.1026;0.0051;518.5338;0.52;237.048728309;1.29;-3510.5625;-1963.213199999941
2999;51.0;144.0;93.0;237.0;44871.599;1.12;7574.9895;0.0047;-220.063;1.2944;237.04817164;1.201;-2860.021200000074;-3181.582799999971
3000;49.0;143.0;94.0;237.0;45091.662;1.697;7570.7599;0.0072;-1478.0;59.0;237.048407888;1.821;-1924.4399999999741;-4776.7824000000355
3001;47.0;142.0;95.0;237.0;46570.0;59.0;7561.0;0.0;-2677.0;95.0;237.049995;64.0;-985.4933999999648;-6175.532699999998
3002;45.0;141.0;96.0;237.0;49247.151;74.399;7546.6241;0.3139;-3963.0;242.0;237.052868988;79.87;-89.08830000000034;-7644.624599999978
3003;43.0;140.0;97.0;237.0;53210.0;230.0;7527.0;1.0;-4728.0;250.0;237.057123;247.0;711.0;-9043.493399999965
3004;41.0;139.0;98.0;237.0;57938.255;97.347;7503.3507;0.4107;0.0;0.0;237.062199272;104.506;0.0;-10344.88410000001
3005;58.0;148.0;90.0;238.0;52525.0;283.0;7555.0;1.0;1631.0;284.0;238.056388;304.0;-5228.574399999916;0.0
3006;56.0;147.0;91.0;238.0;50894.043;15.835;7558.3449;0.0665;3586.3111;15.9056;238.054637;17.0;-4572.551200000082;-213.58119999996052
3007;54.0;146.0;92.0;238.0;47307.732;1.492;7570.1262;0.0063;-146.8652;1.2006;238.050786936;1.601;-3893.48959999997;-1628.5387999999875
3008;52.0;145.0;93.0;238.0;47454.597;1.137;7566.222;0.0048;1291.4491;0.4573;238.050944603;1.22;-3092.2863999999972;-2697.801400000153
3009;50.0;144.0;94.0;238.0;46163.148;1.138;7568.3611;0.0048;-2258.2731;58.9005;238.049558175;1.221;-2274.8278000000464;-4313.5833999998795
3010;48.0;143.0;95.0;238.0;48421.421;58.911;7555.5853;0.2475;-1023.7818;60.1587;238.051982531;63.243;-1288.6986000000634;-5623.821000000002
3011;46.0;142.0;96.0;238.0;49445.203;12.234;7547.9966;0.0514;-4771.0;256.0;238.053081606;13.133;-550.3511999999519;-7121.57879999997
3012;44.0;141.0;97.0;238.0;54216.0;256.0;7525.0;1.0;-3061.0;393.0;238.058204;275.0;476.0;-8568.0
3013;42.0;140.0;98.0;238.0;57278.0;298.0;7509.0;1.0;0.0;0.0;238.06149;320.0;0.0;-9831.542000000047
3014;59.0;149.0;90.0;239.0;56500.0;400.0;7540.0;2.0;3162.0;445.0;239.060655;429.0;-5602.948699999978;0.0
3015;57.0;148.0;91.0;239.0;53337.0;196.0;7550.0;1.0;2765.0;196.0;239.05726;210.0;-4871.943299999907;0.0
3016;55.0;147.0;92.0;239.0;50572.668;1.502;7558.5624;0.0063;1261.6634;1.4935;239.054291989;1.612;-4192.107800000088;-1166.5351000000264
3017;53.0;146.0;93.0;239.0;49311.005;1.31;7560.568;0.0055;722.7849;0.9304;239.052937538;1.406;-3446.738499999873;-2346.1912999998567
3018;51.0;145.0;94.0;239.0;48588.22;1.112;7560.3187;0.0047;-802.1402;1.6635;239.052161596;1.194;-2495.4468000000497;-3772.3521000000856
3019;49.0;144.0;95.0;239.0;49390.36;1.982;7553.6891;0.0083;-1756.6021;150.074;239.053022729;2.127;-1747.305100000096;-5090.7956000000195
3020;47.0;143.0;96.0;239.0;51146.962;150.07;7543.0659;0.6279;-3103.0;256.0;239.054908519;161.107;-850.409800000095;-6618.866000000099
3021;45.0;142.0;97.0;239.0;54250.0;207.0;7527.0;1.0;-3952.0;239.0;239.058239;222.0;0.0;-8126.0
3022;43.0;141.0;98.0;239.0;58202.0;120.0;7507.0;1.0;-5429.0;323.0;239.062482;129.0;872.1827000000094;-9470.159899999999
3023;41.0;140.0;99.0;239.0;63630.0;300.0;7481.0;1.0;0.0;0.0;239.06831;322.0;0.0;-10994.0
3024;58.0;149.0;91.0;240.0;57010.0;200.0;7537.0;1.0;4295.0;200.0;240.061203;215.0;-5122.776000000013;0.0
3025;56.0;148.0;92.0;240.0;52715.497;2.553;7551.7705;0.0106;399.2685;17.083;240.056592411;2.74;-4405.368000000017;-775.0800000000891
3026;54.0;147.0;93.0;240.0;52316.229;17.032;7550.1743;0.071;2190.9095;17.0151;240.056163778;18.284;-3851.4480000000185;-1960.9440000000905
3027;52.0;146.0;94.0;240.0;50125.319;1.105;7556.0433;0.0046;-1384.7902;13.7882;240.05381174;1.186;-2956.2719999999536;-3379.8959999998624
3028;50.0;145.0;95.0;240.0;51510.11;13.832;7547.0136;0.0576;-214.1127;13.8967;240.055298374;14.849;-2057.2079999998823;-4610.015999999887
3029;48.0;144.0;96.0;240.0;51724.222;1.905;7542.8617;0.0079;-3940.0;150.0;240.055528233;2.045;-1232.3760000000038;-6119.855999999927
3030;46.0;143.0;97.0;240.0;55664.0;150.0;7523.0;1.0;-2324.0;151.0;240.059758;161.0;-480.0;-7820.471999999936
3031;44.0;142.0;98.0;240.0;57988.719;18.034;7510.24;0.0751;-6237.0;366.0;240.062253447;19.36;297.5999999999476;-9061.584000000148
3032;42.0;141.0;99.0;240.0;64225.0;366.0;7481.0;2.0;0.0;0.0;240.068949;393.0;0.0;-10560.0
3033;59.0;150.0;91.0;241.0;59740.0;300.0;7528.0;1.0;3543.0;358.0;241.064134;322.0;-5302.0;0.0
3034;57.0;149.0;92.0;241.0;56197.0;196.0;7539.0;1.0;1882.0;220.0;241.06033;210.0;-4714.538399999951;-241.0
3035;55.0;148.0;93.0;241.0;54315.115;100.006;7544.0426;0.415;1360.0;100.0;241.058309671;107.36;-3982.6214000001073;-1435.7334000000565
3036;53.0;147.0;94.0;241.0;52955.115;1.105;7546.4395;0.0046;20.7799;0.1658;241.056849651;1.186;-3344.8871999998555;-2921.618899999853
3037;51.0;146.0;95.0;241.0;52934.335;1.113;7543.2795;0.0046;-767.4346;1.1685;241.056827343;1.195;-2508.713599999989;-4166.528500000137
3038;49.0;145.0;96.0;241.0;53701.77;1.607;7536.8488;0.0067;-2279.0;165.0;241.057651218;1.725;-1498.3210999999628;-5656.245900000013
3039;47.0;144.0;97.0;241.0;55981.0;165.0;7524.0;1.0;-3346.0;235.0;241.060098;178.0;-723.0;-7155.073099999903
3040;45.0;143.0;98.0;241.0;59327.0;167.0;7507.0;1.0;-4567.0;285.0;241.06369;180.0;0.0;-8691.881899999904
3041;43.0;142.0;99.0;241.0;63893.0;231.0;7485.0;1.0;-5327.0;379.0;241.068592;248.0;964.0;-10122.0
3042;41.0;141.0;100.0;241.0;69220.0;300.0;7459.0;1.0;0.0;0.0;241.074311;322.0;0.0;-11568.0
3043;58.0;150.0;92.0;242.0;58620.0;201.0;7532.0;1.0;1203.0;283.0;242.062931;215.0;-4784.46099999991;0.0
3044;56.0;149.0;93.0;242.0;57416.876;200.004;7533.4042;0.8265;2700.0;200.0;242.061639548;214.712;-4058.3641999999345;-870.183600000013
3045;54.0;148.0;94.0;242.0;54716.876;1.245;7541.3284;0.0052;-751.1373;0.708;242.058740979;1.336;-3561.0057999999863;-2526.9881999998306
3046;52.0;147.0;95.0;242.0;55468.014;1.118;7534.9917;0.0046;664.3145;0.4143;242.059547358;1.199;-2909.2998000001553;-3674.1892000000225
3047;50.0;146.0;96.0;242.0;54803.699;1.141;7534.504;0.0047;-2948.0;135.0;242.058834187;1.224;-2022.5634000001155;-5212.510600000089
3048;48.0;145.0;97.0;242.0;57752.0;135.0;7519.0;1.0;-1635.0;135.0;242.061999;144.0;-968.0;-6779.291200000054
3049;46.0;144.0;98.0;242.0;59386.982;12.892;7509.0991;0.0533;-5414.0;257.0;242.063754544;13.84;-276.0977999998595;-8170.549200000005
3050;44.0;143.0;99.0;242.0;64801.0;257.0;7483.0;1.0;-3598.0;476.0;242.069567;276.0;484.0;-9680.0
3051;42.0;142.0;100.0;242.0;68400.0;401.0;7465.0;2.0;0.0;0.0;242.07343;430.0;0.0;-10948.079999999947
3052;59.0;151.0;92.0;243.0;62480.0;300.0;7518.0;1.0;2674.0;302.0;243.067075;322.0;-5103.0;0.0
3053;57.0;150.0;93.0;243.0;59806.0;32.0;7526.0;0.0;2051.0;32.0;243.064204;34.0;-4384.351799999943;-486.0
3054;55.0;149.0;94.0;243.0;57754.561;2.542;7531.0087;0.0105;579.5559;2.6216;243.062002068;2.728;-3749.684400000022;-1941.885899999923
3055;53.0;148.0;95.0;243.0;57175.005;1.388;7530.1742;0.0057;-6.9302;1.5692;243.061379889;1.49;-3184.5878999998204;-3370.02119999985
3056;51.0;147.0;96.0;243.0;57181.936;1.496;7526.9261;0.0062;-1507.6936;4.5065;243.061387329;1.605;-2411.2161000000187;-4741.756200000177
3057;49.0;146.0;97.0;243.0;58689.629;4.524;7517.5021;0.0186;-2300.0;181.0;243.063005905;4.856;-1578.9897000000728;-6263.908199999986
3058;47.0;145.0;98.0;243.0;60990.0;181.0;7505.0;1.0;-3757.0;275.0;243.065475;194.0;-486.0;-7739.258399999941
3059;45.0;144.0;99.0;243.0;64747.0;207.0;7486.0;1.0;-4569.0;245.0;243.069508;222.0;243.0;-9234.0
3060;43.0;143.0;100.0;243.0;69316.0;130.0;7464.0;1.0;0.0;0.0;243.074414;140.0;1215.0;-10449.0
3061;58.0;151.0;93.0;244.0;63240.0;100.0;7514.0;0.0;3434.0;100.0;244.067891;107.0;-4734.624799999987;0.0
3062;56.0;150.0;94.0;244.0;59806.021;2.346;7524.8154;0.0096;-73.1143;2.6856;244.064204401;2.518;-4029.1719999999805;-1753.0423999999002
3063;54.0;149.0;95.0;244.0;59879.135;1.491;7521.3095;0.0061;1427.3;1.0;244.064282892;1.6;-3338.4567999998253;-2951.106799999914
3064;52.0;148.0;96.0;244.0;58451.835;1.106;7523.9527;0.0045;-2261.9902;14.3567;244.062750622;1.187;-2574.5172000000202;-4239.670800000124
3065;50.0;147.0;97.0;244.0;60713.825;14.399;7511.4759;0.059;-764.2709;14.5724;244.065178969;15.457;-1835.8803999999109;-5737.855199999809
3066;48.0;146.0;98.0;244.0;61478.096;2.617;7505.1373;0.0107;-4547.0;181.0;244.065999447;2.809;-966.6792000000096;-7165.474799999898
3067;46.0;145.0;99.0;244.0;66026.0;181.0;7483.0;1.0;-2938.0;271.0;244.070881;195.0;0.0;-8784.0
3068;44.0;144.0;100.0;244.0;68964.0;201.0;7468.0;1.0;-6634.0;425.0;244.074036;216.0;732.0;-10028.180400000088
3069;42.0;143.0;101.0;244.0;75597.0;374.0;7438.0;2.0;0.0;0.0;244.081157;402.0;0.0;-10980.0
3070;59.0;152.0;93.0;245.0;65850.0;200.0;7506.0;1.0;2672.0;201.0;245.070693;215.0;-4900.0;0.0
3071;57.0;151.0;94.0;245.0;63178.173;13.62;7513.2822;0.0556;1277.7559;13.7334;245.067824554;14.621;-4342.992500000164;-1155.8610000000863
3072;55.0;150.0;95.0;245.0;61900.417;1.886;7515.3043;0.0077;895.8929;1.5491;245.066452827;2.024;-3643.1255000001465;-2620.4465000000528
3073;53.0;149.0;96.0;245.0;61004.524;1.149;7515.7677;0.0047;-809.2519;1.4964;245.065491047;1.233;-2733.80799999984;-3734.0449999999964
3074;51.0;148.0;97.0;245.0;61813.776;1.792;7509.2714;0.0073;-1571.3755;2.5861;245.066359814;1.923;-2016.521500000017;-5121.186000000184
3075;49.0;147.0;98.0;245.0;63385.151;2.428;7499.6644;0.0099;-2930.0;165.0;245.068046755;2.606;-1307.2220000000834;-6679.116500000005
3076;47.0;146.0;99.0;245.0;66315.0;165.0;7485.0;1.0;-3877.0;256.0;245.071192;178.0;-245.0;-7963.014499999927
3077;45.0;145.0;100.0;245.0;70192.0;195.0;7465.0;1.0;-5133.0;325.0;245.075354;210.0;245.0;-9800.0
3078;43.0;144.0;101.0;245.0;75325.0;260.0;7441.0;1.0;0.0;0.0;245.080864;279.0;0.0;-11025.0
3079;58.0;152.0;94.0;246.0;65394.772;14.985;7506.5401;0.0609;401.0;14.0;246.070204172;16.087;-4495.72380000006;0.0
3080;56.0;151.0;95.0;246.0;64994.0;18.0;7505.0;0.0;2377.0;18.0;246.069774;19.0;-4012.1370000000734;-2214.0
3081;54.0;150.0;96.0;246.0;62616.912;1.525;7511.4716;0.0062;-1350.0;60.0;246.067222016;1.637;-3070.3505999999925;-3282.5748000001367
3082;52.0;149.0;97.0;246.0;63966.912;60.019;7502.8035;0.244;-123.3159;60.0198;246.0686713;64.433;-2133.4104000000934;-4552.476000000077
3083;50.0;148.0;98.0;246.0;64090.228;1.514;7499.122;0.0062;-3728.5741;89.9373;246.068803685;1.625;-1479.763800000006;-6108.352199999883
3084;48.0;147.0;99.0;246.0;67818.802;89.925;7480.7849;0.3655;-2372.3848;90.9577;246.072806474;96.538;-544.9146000000856;-7549.986000000175
3085;46.0;146.0;100.0;246.0;70191.187;13.67;7467.9608;0.0556;-5924.0;260.0;246.075353334;14.675;-9.643200000040451;-9145.41900000012
3086;44.0;145.0;101.0;246.0;76115.0;260.0;7441.0;1.0;0.0;0.0;246.081713;279.0;738.0;-10332.0
3087;59.0;153.0;94.0;247.0;69210.0;200.0;7493.0;1.0;2057.0;224.0;247.0743;215.0;-5009.703399999913;0.0
3088;57.0;152.0;95.0;247.0;67153.0;100.0;7499.0;0.0;1620.0;100.0;247.072092;107.0;-4027.162099999947;-1729.0
3089;55.0;151.0;96.0;247.0;65533.105;3.797;7501.9318;0.0154;43.5841;6.3245;247.070352678;4.076;-3417.4673000000093;-2803.5487999998404
3090;53.0;150.0;97.0;247.0;65489.521;5.189;7498.9408;0.021;-619.8711;15.2376;247.070305889;5.57;-2551.6581999998325;-4041.7844999998706
3091;51.0;149.0;98.0;247.0;66109.392;14.327;7493.2638;0.058;-2469.0006;24.1495;247.070971348;15.38;-1580.9481999999853;-5558.463300000151
3092;49.0;148.0;99.0;247.0;68578.393;19.441;7480.1005;0.0787;-3094.0;182.0;247.073621929;20.87;-1210.1765000001096;-7205.212300000018
3093;47.0;147.0;100.0;247.0;71672.0;181.0;7464.0;1.0;-4263.0;275.0;247.076944;194.0;-247.0;-8809.106799999916
3094;45.0;146.0;101.0;247.0;75936.0;207.0;7444.0;1.0;0.0;0.0;247.08152;223.0;741.0;-10127.0
3095;58.0;153.0;95.0;248.0;70563.0;200.0;7487.0;1.0;3170.0;200.0;248.075752;215.0;-4464.0;0.0
3096;56.0;152.0;96.0;248.0;67392.748;2.358;7496.7291;0.0095;-738.3049;50.0026;248.072349086;2.531;-3656.140000000072;-2433.1280000001498
3097;54.0;151.0;97.0;248.0;68131.053;50.058;7490.5975;0.2018;893.1015;50.3143;248.073141689;53.739;-3027.0880000000325;-3571.820000000036
3098;52.0;150.0;98.0;248.0;67237.951;5.121;7491.044;0.0207;-3061.0;53.0;248.072182905;5.497;-2003.3440000001065;-5066.044799999996
3099;50.0;149.0;99.0;248.0;70299.0;52.0;7476.0;0.0;-1599.0;53.0;248.075469;56.0;-1186.6551999999137;-6647.267999999996
3100;48.0;148.0;100.0;248.0;71897.793;8.497;7465.9451;0.0343;-5050.0;184.0;248.077185451;9.122;-499.89359999998123;-8227.871200000096
3101;46.0;147.0;101.0;248.0;76948.0;184.0;7442.0;1.0;-3741.0;290.0;248.082607;198.0;248.0;-9618.655199999914
3102;44.0;146.0;102.0;248.0;80689.0;224.0;7424.0;1.0;0.0;0.0;248.086623;241.0;0.0;-10902.27839999996
3103;59.0;154.0;95.0;249.0;73104.0;298.0;7479.0;1.0;2353.0;298.0;249.07848;320.0;-4980.0;0.0
3104;57.0;153.0;96.0;249.0;70750.696;2.371;7485.551;0.0095;904.363;2.5934;249.075953992;2.545;-4078.819199999977;-1854.800999999904
3105;55.0;152.0;97.0;249.0;69846.333;1.248;7486.041;0.005;123.6;0.4;249.074983118;1.339;-3212.050200000035;-3226.7909999999583
3106;53.0;151.0;98.0;249.0;69722.733;1.182;7483.3954;0.0048;-1452.0;30.0;249.074850428;1.269;-2457.2315999998464;-4615.5635999999895
3107;51.0;150.0;99.0;249.0;71175.0;30.0;7474.0;0.0;-2344.0;31.0;249.076409;32.0;-1519.0244999998895;-6210.259200000077
3108;49.0;149.0;100.0;249.0;73519.143;6.212;7461.8649;0.0249;-3661.8091;164.5418;249.078926042;6.668;-531.6399000001047;-7818.326100000035
3109;47.0;148.0;101.0;249.0;77180.952;164.425;7444.0169;0.6603;-4606.0;324.0;249.082857155;176.516;4.208099999906153;-8984.816399999983
3110;45.0;147.0;102.0;249.0;81787.0;279.0;7422.0;1.0;0.0;0.0;249.087802;300.0;0.0;-10458.0
3111;58.0;154.0;96.0;250.0;72989.588;10.274;7478.9385;0.0411;37.582;10.6414;250.078357541;11.029;-4447.64999999984;0.0
3112;56.0;153.0;97.0;250.0;72952.006;2.898;7475.9594;0.0116;1781.6696;2.4561;250.078317195;3.11;-3659.5250000000306;-2760.150000000067
3113;54.0;152.0;98.0;250.0;71170.336;1.538;7479.9567;0.0062;-2055.0;100.0;250.076404494;1.65;-2771.8250000000353;-4193.0999999999585
3114;52.0;151.0;99.0;250.0;73225.0;100.0;7469.0;0.0;-847.0;100.0;250.078611;107.0;-1750.0;-5399.374999999964
3115;50.0;150.0;100.0;250.0;74072.193;7.888;7462.0905;0.0316;-4326.9476;91.2615;250.079519765;8.468;-963.649999999916;-7238.374999999905
3116;48.0;149.0;101.0;250.0;78399.14;90.92;7441.6533;0.3637;-3167.0;220.0;250.084164934;97.606;-86.67500000001382;-8586.675000000014
3117;46.0;148.0;102.0;250.0;81566.0;200.0;7426.0;1.0;0.0;0.0;250.087565;215.0;500.0;-9986.274999999978
3118;59.0;155.0;96.0;251.0;76647.981;22.698;7466.7233;0.0904;1420.0;20.0;251.082284988;24.367;-4725.752700000184;0.0
3119;57.0;154.0;97.0;251.0;75227.981;10.734;7469.2637;0.0428;1093.0;10.0;251.080760555;11.523;-4211.102299999935;-2443.811299999893
3120;55.0;153.0;98.0;251.0;74134.981;3.901;7470.5014;0.0155;-376.566;6.4677;251.079587171;4.187;-3236.3940000000584;-3777.449600000071
3121;53.0;152.0;99.0;251.0;74511.547;5.288;7465.8842;0.0211;-1447.261;15.2387;251.079991431;5.676;-2037.0657999998948;-5059.356799999937
3122;51.0;151.0;100.0;251.0;75958.808;14.292;7457.0013;0.0569;-3007.9406;23.7108;251.08154513;15.342;-1220.7635999999193;-6624.919100000109
3123;49.0;150.0;101.0;251.0;78966.749;18.919;7441.9005;0.0754;-3882.0;182.0;251.084774287;20.31;-531.2163999999711;-8056.974500000066
3124;47.0;149.0;102.0;251.0;82849.0;181.0;7423.0;1.0;-4981.0;270.0;251.088942;194.0;251.0;-9755.089899999894
3125;45.0;148.0;103.0;251.0;87830.0;200.0;7400.0;1.0;0.0;0.0;251.094289;215.0;0.0;-11048.241899999906
3126;60.0;156.0;96.0;252.0;79056.0;298.0;7460.0;1.0;521.0;359.0;252.08487;320.0;-4772.502000000051;0.0
3127;58.0;155.0;97.0;252.0;78535.0;200.0;7459.0;1.0;2500.0;200.0;252.08431;215.0;-4273.7687999999325;0.0
3128;56.0;154.0;98.0;252.0;76034.61;2.358;7465.3474;0.0094;-1260.0;50.0;252.081626507;2.531;-3681.543600000019;-3424.957200000139
3129;54.0;153.0;99.0;252.0;77294.61;50.056;7457.2428;0.1986;477.9998;50.322;252.082979173;53.736;-2962.814400000003;-4716.5831999999355
3130;52.0;152.0;100.0;252.0;76816.611;5.221;7456.0351;0.0207;-3650.5075;91.4356;252.082466019;5.604;-1525.960800000048;-6028.243199999917
3131;50.0;151.0;101.0;252.0;80467.118;91.286;7438.4444;0.3622;-2404.2523;91.7581;252.086385;98.0;-808.6427999999069;-7700.011199999921
3132;48.0;150.0;102.0;252.0;82871.37;9.292;7425.7992;0.0369;-5666.0;185.0;252.08896607;9.975;-50.601599999903556;-9145.407599999966
3133;46.0;149.0;103.0;252.0;88537.0;185.0;7400.0;1.0;0.0;0.0;252.095048;198.0;0.0;-10496.631599999986
3134;59.0;156.0;97.0;253.0;80929.0;359.0;7451.0;1.0;1627.0;359.0;253.08688;385.0;-4620.716100000108;0.0
